id,name,comment
3710008000,你与我的未来(玛丽),榭洛科特通过自己的渠道，为了玛丽而制作的LIVE演出服。那如同澄澈青空的蓝色，装点了活力少女的可爱。最大程度地引出穿着之人的魅力，将观众的心夺走的姿态正如偶像其名。不用说，这套服装绽放更多光辉的时刻，自然是舞台之上。
3710009000,假面装甲(True Face),洗清了弑杀先王的冤罪，露出真实面容的齐格飞。虽然正脸也是缺乏表情，不经意展露的笑容会俘虏所有见到的人。不在意发型所以是长发。毫不修正的铠甲下居然是无法想象的端正仪表，不少同伴都为此惊讶。
3710010000,假面装甲(Full Face),被追责弑杀先王的罪孽而逃亡的齐格飞，为了掩藏面容而调取的厚重铠甲。将所有感情都隐藏其下的黑色铠甲，十分适合掩人耳目的隐秘行动。
3710011000,空之道标,榭洛科特为了菲莉的出道演出而准备的衣服。经过精密设计的衣服能引出和平常的菲莉完全不同的魅力，演出时也十分引人注目。另外，这也有让穿着者情绪高涨的效果，真正的价值将在演出时完全发挥。
3710012000,朱椿振袖,在宛如绽放红椿的绯色布料上，强调了光泽十足的黑绳配色的一件。会让人想到黑色情念的束缚纹样，表现出了华丽之中潜藏的，让人怜爱的激情。
3710013000,幽天月花振袖,以通透的苍蓝为基调，散落缥缈梦幻雪花，玄幻的一件。残留古老风情的同时，袖口、衣摆以及背部的大胆缝制，都能看出制作者的挑战欲和用心。
3710014000,青藤袴,仿照清爽的新年晨光而制成的无垢的一件。受光照耀的白变得炫目，碧空的青色作为衣装的突出点，让不屈的少年露出更加灿烂的笑容。
3710015000,莉娜·因巴斯（无咒文咏唱）,溢出的才华，连时空的魔道之理也能超越。从混沌之中编织出力量，废弃了冗长的咏唱，那巨大的咒文也能将阻挡在面前的所有敌人平等地毁灭。
3710016000,青春☆制服,卡利欧斯特罗为了自己专门准备的制服。以已有的制服为原型，特征是配上了独特又细致的装饰，樱色的环尾蛇让人联想随微风花香一同到来的心跳偶遇。虽然是制服，但并不是为了展示自己所属与什么特定组织或者集团，完全是卡利欧斯特罗自己的趣味。
3710017000,艾尔斯特礼服,身为姐姐的赫尔艾斯为了要去侦查邻国娱乐设施的塞鲁艾尔而准备的礼服。在上流又细致的制作中也没有忘却游玩的风格，仅能窥见些许的肌肤一定连身经百战的夜之蝶也能俘获。
3710018000,桜風春装,桜花爛漫の季節の頃、蒼天に吹く春風を思わせる淡い配色を取り入れた一品。普段使いのプライベートな軽装は、年相応のボーイッシュな印象を与える。襟元のフードにあしらわれたもふもふとした肌触りの良い素材は、思わず頬ずりしたくなること請け合いである。
3710019000,対星晶獣戦用鎧レリキラ,アルベスの槍とともにゼタが組織から支給された鎧。ゼタらが狙うのは星晶獣の単独撃破であるため、その戦いにおいて生半可な重装備による防御は意味をなさないという思想のもと、疾走?跳躍?着地などの際に負傷しやすい部位だけを保護している。露出の多いインナーウェアや装飾品類には彼女の好みが多分に反映されているようだ。
3710020000,ロイヤルブルーキュイラス,国難を救った騎士達を称える式典の際に、カール国王陛下よりランスロットに授与された特注の鎧。濃い青に紫みが加わることで色の深みが増し、高貴なイメージを醸し出している。ランスロットの武勇と忠誠の象徴として、いかなる戦場においても燦然と輝く。
3710021000,ヨゾラのシズク(ジェシカ),ジェシカのためにシェロカルテが独自ルートをもって制作したアイドル衣装。漆黒の夜空を思わせる深い青が優美に輝き、ジェシカの持つ淑やかで上品なイメージを最大限に引き出す。脚線美を大胆に披露し普段のジェシカとはまた違った一面も魅力となり、観る者の心を奪う一品となったのは言うまでもない。
3710022000,ヨゾラのシズク(アリーザ),アリーザのためにシェロカルテが独自ルートをもって制作したアイドル衣装。情熱を纏う赤が鮮やかに光り、アリーザの持つ元気で可憐なイメージを最大限に引き出す。大胆なスリットも相まって、観る者の心を奪う一品となったのは言うまでもない。
3710023000,漢前印褌,ビシリと決めた褌は、アウギュステの漁師達が身につける男の中の男の衣装。漁の戦装束とも呼ばれ、特に難しい漁に出る際は獲物への礼儀として新品を着込むのが古くからの伝統である。
3710024000,アルビオン?ローブデコルテ,城砦都市アルビオンの領主の礼装。ある程度の規定は存在するものの、基本的には着用する領主の意向が最大限反映されるため、ヴィーラは己の情念を飾るように、深い赤を基調として選んだ。
3710025000,ノーブルナイトドレス,誇り高き王族のみ、着用を許される格式高きドレス。高貴なる者が着用する衣服にのみ使用される稀有な絹糸がふんだんに使われている。穢れを知らない美しき白、見る者の眼を奪う鮮烈な赤、夜空の如く輝く至高の黒。衣服にあしらわれた三つの色が王たる威厳を放つ。
3710026000,炎帝の群臣,炎帝?パーシヴァルの気高き理想に共鳴した忠臣達。主君に絶対的な忠誠を誓う臣下達は、王命あらば死をも厭わない。だが、仲間の死を是としない王者は常に先陣を切り、その燃え盛る刃の一振りで、立ちはだかる数多の障害を焼き尽くす。
3710029000,ゆめかわ☆アルケミー,カリオストロが思い描く「カワイイ」を詰め込んだその装いは、男女を問わず、見る者全てを魅了する。生地はもちろんのこと、アクセサリー、小道具、それらの配置に至るまでカリオストロ自ら監修しており、「カワイイ」の追求において他の追随を許さない。例にもれず、ウロボロスもまた「カワイイ」姿に変えられているが、ウロボロス自身、まんざらでもない。
3710030000,The Dragon Knights,麗しき夜に品格を備え随伴する為、男たちは最高の仕立て屋に礼服を誂えさせる。白と黒、たやすく割り切れぬ二つの貌は大人の色香を漂わせる。そのクールな表情からは真意を測りかねるが、真っ赤な薔薇は密やかに愛を囁く。
3710031000,The Dragon Knights,麗しき夜に品格を備え随伴する為、男たちは最高の仕立て屋に礼服を誂えさせる。深い青色のネッカチーフに合わせた温かな橙色のベストは、彼の優しさと人懐っこさを体現する。真っ赤な薔薇の花束は、親愛なる者の元へ。
3710032000,The Dragon Knights,麗しき夜に品格を備え随伴する為、男たちは最高の仕立て屋に礼服を誂えさせる。首元と袖口にあしらわれた深き青と煌びやかな金色は、滾る気持ちを鎮め、連れ添う淑女を際立させる。真っ赤な薔薇の花束は優艶な夜への誘いか。
3710033000,聖乙女の戦装束,
3710034000,プリンスオブアルスター,滅亡したアイルスト王国の民達を率い、アルスター島を立て直したことに民が感謝し贈った鎧。その名には王国が失われようとセルエルが彼等の敬愛する王子であるという気持ちが込められている。
3710035000,ホーリーナイトビスチェ,重厚な赤の外套が、凛とした存在感を放つ一品。戦闘時の動きやすさを重視して装飾を抑えた品のあるデザインは、聖夜の騎士に相応しい。
3710036000,ホーリーナイトプリンセス,特別な相手への、一夜限りの願いを表した一品。赤を基調とした女性らしさを際立たせる作りに、柔らかな白を随所に配した嫋やかながらも華やかなデザインは、聖夜の姫君に相応しい。
3710037000,浪漫艶黒袴,華美な装飾を削ぎ落としたことで、漆黒が存在感を際立たせる仕立て屋渾身の一品。杖家の男が魅せるは硬派ないぶし銀。
3710038000,深緋新春装,古来より目出度き色とされる赤で染めた生地に、初日の輝きのような黄金色を散りばめ彩った一品。艶やかな薔薇をあしらった薄紅色の羽織が赤い着物を引き立てる。また、帯止めに使われた宝石は大人の女性に秘められた可憐さを演出する。
3710039000,蒼天羽振袖,澄み渡る空のような、鮮やかな蒼のグラデーションが目を惹く凛然たる一品。袖に舞う白き羽根は、身に纏う者をより高みへと羽ばたかせる双翼を彷彿とさせる。
3710040000,The Dragon Knights,麗しき夜に品格を備え随伴する為、男たちは最高の仕立て屋に礼服を誂えさせる。赤と金のワンポイントはもちろん、一輪の真っ赤な薔薇さえ、彼の情熱と矜持を雄弁に語り、その優雅な姿は目にする者全てを魅了する。
3710041000,胡蝶幻舞装,泡沫に散る夢幻をそのまま縫い合わせた様な風雅な一枚。優美に舞い踊る胡蝶の文様が儚さと力強さを演出する。
3710042000,アルケミーゴシック,何よりも可憐な己を極限まで引き立たせるため、練達の仕立て屋に誂えさせたゴシック調のボディスやフレアスカートなどの一揃い。胸元にあしらわれた大きなリボンは乙女の象徴であり、趣味に走りつつも洗練された意匠は着る者の心を躍らせ、一部の錬金術師に絶大な人気を誇る。「カワイイ」の始まりにして頂点。
3710043000,鷲王翼装束,大空の王である鷲の力を自らに宿すため、その雄々しき姿を模した装束。全身に装飾された七色に輝く羽は勇気の象徴であり、一族を統べる王のみが付けることを許される。
3710044000,カタリナさん,異次元からやって来た、カタリナによく似た女性。可愛いものやモフモフした物を好む。とりわけ同次元に存在するビィに対しては偏執的な愛を向け執拗に撫で繰り回すため、ビィから唯一恐れられる存在である。
3710045000,フェリちゃん,異次元からやって来た、フェリによく似た少女。どんなことにも一生懸命で素直な反応を見せるそのピュアさゆえに、強烈な個性を持つ仲間たちに振り回されオロオロと戸惑っていることが多い。
3710046000,ジンさん,異次元からやって来た、ジンによく似た男性。武士然とした硬派な外見とは相反し、煩悩で満ちた変態的な思考を持つ。とりわけ女性から浴びせられる罵倒に喜びを覚え、責める立場よりも虐げられることを望む。
3710047000,Luck Be a Lady,滑らかな蒼き生糸により紡がれ、艶めかしき光沢を放つドレス。あしらわれたスートは幸運の女神を引き寄せ、幾重にも折り重なるフラウンスは淑女たる気品を醸し出す。熱狂渦巻く大人の社交場で、冷静なる勝負師の姿を凛然と演出する。
3710048000,来自宇宙的进攻手,有时候不容反抗的猛烈攻击，反而会变成最有效的防御手段。经过与亲爱挚友的旅行，寻求到答案的少女双手握住苍剑，以不可动摇的意志挥舞根除之刃。为所有敌人送去灭亡，给世界和挚友带来安宁。
3710049000,柔羽軽衣,軽い生地と淡い色彩を用い、普段着でありながらリラックスもできる機能美を兼ね備えた一品。いつでもどこでも転寝できる柔らかい着心地は春の行楽にピッタリであり、集中力を研ぎ澄ませる作業にも適している。
3710050000,BachaRackam,上品な質感と手触り、艶感を持つ希少な天然素材を使い、精到な技術を備えた仕立て屋によって誂えられた気品溢れる礼服。背中に描かれた植物の意匠は、どこまでも伸び行く幸運を表す。熱狂渦巻く大人の社交場においても、常に冷静な勝負師の姿を華麗に演出する。
3710051000,Rainbow Roller,淡い光沢を放つ素材を用いたフェミニンなミニドレス。裾にあしらわれたスートは幸運を引き寄せ、腰に巻かれたサッシュベルトは若き淑女に品格をもたらす。熱狂渦巻く大人の社交場で、大輪の花を咲かす勝負師の姿を鮮やかに演出する。
3710052000,Mr. Big Shot,最高品質の絹糸を卓越した技術をもって紡ぐことで、派手すぎない質感と光沢を生みだしたいぶし銀の漢の礼服一式。ジャケットの袖口やフロントにあしらわれた意匠、そしてそれらと調和する小物の数々は、熱狂渦巻く大人の社交場においても威風堂々とした勝負師の姿を演出する。
3710053000,All Her Jazz,薄くキメ細やかなベビーカーフを生地に仕立てられたバニースーツ。ハイゲージで編み上げられた胴体部分は、程よい透け感により大人の匂い立つ色気を最大限に引き出すと共に、裾にあしらわれた意匠と腰部のフリルによる艶めかしさを際立たせる。熱狂渦巻く大人の社交場で、群衆を魅了する至極の逸品。
3710054000,バトルコスチューム対『水』戦,初めてさくらが『水』を捕獲する際に、知世が作製したバトルコスチューム。丸いアクセントが水の精霊を思わせるクールな一着。その時の思い出と共に、知世が肌身離さず持ち歩いていた。
3710055000,バトルコスチューム対『雷』戦,さくらが『雷』を捕獲する際に着用したバトルコスチュームを、知世が再度作製したもの。電気を通さない生地で作られており、ネコ耳は可愛さ重視で付けられたキュートな一着。
3710056000,レーシングスーツ,ゼタが身に着けているのは、任務のために組織から支給された特殊な素材で作られたレーシングスーツ。危険なレースでの負傷を防ぐため、一般に流通する皮革を遥かにしのぐ耐衝撃?耐摩耗性を誇る。またゼタが扱う力の性質上、多少の熱は通さない加工も施されている。少々きつめに作られているがゼタ本人は気に入っており、走艇の整備の際など、機会を見つけてはよく着ているようだ。
3710057000,レーシングスーツ,ベアトリクスが身に着けているのは、任務のために組織から支給された特殊な素材で作られたレーシングスーツ。肌にぴったりと吸着する不思議な素材で出来ており、着用者の肌をレースの衝撃から完璧に守る。ベアトリクス自身、元々趣味にのめりこみやすい性格だったのか、ノリノリでＰＳＣの知識を集め、まんまとレーサーかぶれとなってしまう
3710058000,ブレス?ザ?ぷりてぃアルケミスト☆,カリオストロが聖夜のために用意した衣装。豪奢さと可愛さを基軸に聖夜の象徴たるサンタやツリー、リース等のイメージを衣装の様々な個所に取り入れている。頭上に備え付けられたベルはカリオストロ自らが希少金属を元手に錬成した特注品。自発的に雪だるまとサンタクロースに仮装したウロボロスは聖夜の厳粛さを演出する。
3710059000,アーベント?シュティール,厳選された上質な生地で仕立てた礼服に手甲を組み合わせた斬新な一品。機能性に優れたデザインは、紳士の魅力を引き立て至高の聖夜を演出する。剣に施した細やかな装飾はいかなる時も余裕を忘れぬ男の嗜みによるもの。
3710060000,蒼天羽織袴,澄み渡る蒼天の様な蒼い羽織が、目にも鮮やかな一品。白竜騎士団の紋章をあしらった袴と紅白の市松模様がめでたい襟巻は、新年の晴れやかな場にこそ相応しい。
3710061000,振袖茜空千鳥舞,ゼタが出した数々の無茶な要望が、職人の神業によって現実となった振袖。鮮やかな真紅に染め上げられ、金糸と箔で豪華に彩られたまさに逸品。
3710062000,空色春華装,新春の高く澄んだ空をほうふつとさせる青色の生地に、鮮烈な桃色の花化粧が施された振袖。袖が翻る度に花びらがはためき、甘い薫りが春風と共に鼻腔をくすぐる。着飾ればたちまち艶やかな色香を纏える特別な装いである。
3710063000,タクティシャンフォーマル,白を基調としたカラーリングに、細身のシルエットがスマートな一品。夜会に水流の如き爽やかな存在感を添えて。
3710064000,アイルストイブニング,アルスター島の議会に依頼され、社交場へと赴くヘルエスの為に用意された礼装。華美になりすぎない上品さは、大人の女性としてのヘルエスの美しさを存分に発揮できるようデザイナーのコルワが特に傾注したポイントである。
3710065000,鎖と壁とランスロット,異次元からやって来た、ランスロットによく似た男性。鎖で壁に繋がれた姿でありながら、そのまま動くことができ、壁で防御をしたりごろごろと転がって体当たりをしたり攻防一体。しかし、何故このような姿なのかは語られず謎のままである。
3710066000,ロゼッタさん,異次元からやって来た、ロゼッタによく似た女性。どんな時も得意げな笑みを浮かべた表情でかたまっており、不思議な威圧感がある。真意が読めずミステリアスなところはある意味変わらないと言える。
3710067000,ソリオストロ,異次元からやって来た、カリオストロによく似たナニカ。どうやら同次元のクラリスが用意したクリスマスの衣装らしい。本人はどこか納得のいかない様子ながらやけくそ気味に「団の推しキャラ」にしたい可愛さだと言い張っている。
3710068000,漆黑的断罪者,希斯为了隐藏身份参加斗技大会而新定制的漆黑披风。内衬为神秘的紫色，镶边则是采用了象征丰饶的金色，更加凸显了漆黑的华艳。一旦身披这件披风，就将成为万众瞩目的焦点。
3710069000,黒蝶夢幻衣,華麗に舞い踊ることができるよう、薄手の軽やかな生地で誂えられた黒衣。華やかさを押さえた烏羽色は、袖を通す淑女の艶やかさを引き立たせる。また、体の動きに合わせてふわふわと舞い広がる裾は、まるで蝶々の羽ばたきを想起させ、観る者全てを魅了するだろう。
3710070000,館詰ウェア,創作活動に携わる者達の間で伝わる神話、「館詰すればなんとかなる！」を実践できる衣服。その柔軟性は、いつでもどこでもリラックスして作業に臨める着心地を実現している。
3710071000,薫風晴衣,初夏の風にたなびくは、セーラーカラーとスカートの裾。普段よりも可憐に少女の心をくすぐりつつ、快活さを失わせない動きやすさも保証。大切な仲間と一緒に、どこまでも走っていけること請け合いである。
3710072000,エターナルズ?サマーバケーション,十天衆らしさを追求した結果、水着は白か黒かの二択に絞られた。その後、シエテのパンツが黒に決まった事を受け、あえて逆をいく白を選んだという。夏が去ったあとも、来年どんな水着を着ようかと、色々な店を巡ってはイメージを膨らませているらしい。
3710073000,エターナルズ?サマーバケーション,赤を基調としたサラーサの夏の装い。動きやすい服装で、本人もかなり気に入っている。シャツがびしょびしょに濡れてしまっているが、特に気にしていないようだ。
3710074000,エターナルズ?サマーバケーション,天星剣王が盛夏を存分に楽しむべく選んだ渾身の装い。一切の妥協なき布面積が揺るぎない信念を感じさせる。剣聖は、冗談とも本気ともつかぬ口調で飄々と語る。逆三角形の水着は盛夏の正装である、と。
3710075000,心のアニキ,ツッパることを信条とする少年少女達は、炎帝の懐の深さに触れた時、理想のアニキ像を心に描いた。強きを重んじ、弱きを労わる男の生き様は、彼らの中で確固たる目標として在り続けることだろう。
3710076000,ガンスミス?ワークウェア,合金工房での作業のために用意された仕事服。グローブとブーツ、上着は断熱性と耐火性に優れ、金属素材を扱う際に身を守るためのものとなっている。便利な一方、着込んでいるとどうしても汗をかいてしまうため、ククルはかまどを使っていない時は上着を脱いで体温調節をしている。ちなみに、クムユのための手袋とブーツも発注してあるが、こちらは納品待ちである。
3710077000,スウィート?ウィッチ,美味しいお菓子は、みんなと分け合えばさらに美味しい。みんなの頭上にお菓子を降らせる呪文を習得した魔法使いは、カラフルな雨を降らせながらハロウィンの夜を飛び回る。
3710078000,キューティーエプロン,炊事当番の日にルリアが愛用している白いエプロン。胸元やポケットのリボンは、カタリナに針の使い方を教わりながらルリアが自分で縫い付けたもの。
3710079000,サンタライク?ミニドレス,聖夜のパーティーに参加するためにフェリが用意した服。この一着に決めるまで街中のショーウィンドウを見て回り、ペットの霊達が待ちくたびれて寝てしまうまで試着を繰り返したという。
3710080000,マスタッシュサンタ?スタイル,子供達に笑顔を届けるため、心優しい男はかの有名な翁の衣装を身に纏い、心躍る贈り物をして歩く。入念に手入れされた自慢の髭の先には拘りの金飾りが輝く。
3710081000,蒼き矜持,逆境に飛び込み、勝利を掴む決意。どんなに過酷な環境でも決して折れない心にこそ、彼女の剣は輝きを与える。
3710082000,祈願の浄衣,犬神宮で代々受け継がれてきた、年越しの儀のための装束。紅白を基調とした雅やかな衣装は剣舞を一層美しく見せ、参拝者達からの人気も高い。ガルジャナもお揃いの柄で着飾り、ヴァジラと共に舞を演じる。
3710083000,ホッピング?スノー,極寒の地ノース?ヴァストで元気いっぱい活動するため、時間をかけて吟味した防寒具。チャームポイントは、たくさんついた雪玉のような飾り。ルリアが走るのに合わせて、まるで雪が躍っているかのように跳ねる。
3710084000,暁天羽織袴,夜明けを思わせる薄黄蘗の羽織にシックな檜皮色の袴を合わせた一品。蒼穹に吼える猛き獅子と祭囃子の音に合わせて舞い踊れば、めでたい新春の風が吹きそよぐ。
3710085000,振袖 蒼空花時雨,神の手を持つと讃えられた職人に仕立ててもらった振袖。澄み渡った空のような蒼地に金糸と箔で豪華に彩られた逸品である。袖の文様は大好きな親友とお揃い。
3710086000,鯨幕晴甲,慶事を示す白黒の幕の如く、新年を祝うための拵え。潔白なる心持ちと他の色に染まらぬ強き意志を以て、新たな年の幕開けを迎えん。之、謹賀新年也。
3710087000,ゲンティアンブルー,リンドウの花の『正義』『誠実』『勝利』という花言葉、そして群生せず一輪で咲く性質を『勝利をもたらす孤高の狙撃手』であるシルヴァになぞらえたドレス。シルヴァの狙撃によって救われた人々が、最高の狙撃手を称えるため、またこの先の無事を祈って贈った盛装である。
3710088000,プリマーチフォーマル,夜会に招待するため、サンダルフォンに贈られた衣装。フォーマルな白のジャケットにカジュアルなストールを合わせたスタイルは固すぎず、崩しすぎず、パーティーを嗜むクールな男を演出する。
3710090000,聖乙女の休息,ジャンヌダルクにとって「何の不安もなくリラックスして過ごせること」は平和の象徴である。彼女はそんな平和を自分自身で体現するため、究極にのんびりできそうな衣装を用意した。マグカップ、クッションなどの各種小道具も取り揃え、準備は万全だ。
3710091000,ブッ殺殺ぽんマン,異次元からやって来た、カトルによく似た少年。頭がぼんやりする魔法にかかっており、常にゆるい笑顔を浮かべている。また、その思考も非常にゆるくなっており、基本的にノリだけで行動する。
3710092000,バトル?ザ?ルリア,異次元からやって来た、ルリアによく似たナニカ。どうやら異次元のルリアが戦うために編み出した戦闘形態の一つらしい。その驚天動地の姿は敵だけでなく、仲間にも戦慄と畏怖を与える。
3710093000,ジー君,異次元からやって来た、ジークフリートによく似た少年。その正体は同次元のランスロットからの頼みを聞いて、ジークフリートが変装した姿である。その変装は完璧の一言であり、同次元のひよこ班の面々の誰もが彼を同僚と疑わない。
3710096000,调停者的使命,司掌调停的少女现今再度察觉到了能够威胁世界均衡的存在。将被赋予的使命暗藏在心里，少女等待着与那个存在再次对峙的那一天。
3710097000,ユニフォーム?オブ?ラードゥガ,ジャミルのためファスティバが洗濯しやすく且つ似合うようにと選んでくれた衣装。ジャミルはこれを着て日々ラードゥガの手伝いに勤しんでいる。毒見で鍛えた鋭い味覚は美味しい料理を作るためにも役立つと言われ、手にした瓶のヴィネガーを始めとして様々な調味料の味とその組み合わせを学んでいる最中である。
3710098000,假面·浅蓝,期待着在舞台上战斗的机会，希耶提特意帮忙准备的战服。以讲究的设计、美丽的缥色假面夺去目光，是希耶提的浑身力作。然而，对于偏好朴实的武者而言，点缀着一场战斗的穿着却反而让人静不下心。据说在经过一段时间的模拟战斗后，马上就换上了另一件。
3710105000,パール?オブ?ビーチ,海を満喫するため仕立てられたルリアの水着。少女の可憐な雰囲気と、彩り豊かな装飾品が見事な調和を生み出している。この水着を身につければ、きっと最高の夏を過ごせるだろう。
3710106000,サマーバカンス?ツインズ(カトル),シエテに店へ連れて行かれた際、エッセルはカトルの、カトルはエッセルの水着をお互い選んで決めた。選ぶのに混ざろうとするシエテを制するのに忙しかったカトルだが、一緒に買い物に行けて嬉しかったはずだとはエッセルの弁である。
3710107000,サマーバカンス?ツインズ(エッセル),シエテに店へ連れて行かれた際、エッセルはカトルの、カトルはエッセルの水着をお互い選んで決めた。カトルに意見を却下されたシエテがあまりにも残念そうにしていたため、エッセルは髪飾りを選んでくれるよう頼んだそうである。
3710111000,サハラー?モサーフェル,祖父から受け継いだ炎鳴流の起源を辿るため、タアロ島へ行くことに決めたアリーザのために母?アリシアが用意した民族衣装。鮮やかな色彩は少女の美しさを引き立てるだけでなく、砂や厳しい日差しから守る機能性も兼ね備えている。
3710112000,ヤンバルクイナ,赤い目と嘴が鮮やかな、ツル目クイナ科に属する鳥。森の中を駆けるため後肢が発達しており、代わりに飛翔能力を失っている。夜には天敵を避けるため樹上で休む。
3710115000,ヴァイオレット?インコグニート,菫色を基調として淑やかに仕上げたニオの私服。十天衆であることを伏せ、人目を忍んで出かける際に纏うお気に入りの一着。帽子を目深にかぶって手を添えていると落ち着くようだ。
3710116000,黒竜騎士団制式甲冑(副団長用),黒竜騎士団副団長に任命された若き剣士は祖国の繁栄を誓い、剣を振るう。希望に満ちた蒼き瞳は近い将来、尊敬する師や敬愛する国王に巻き起こる大事件のことなどつゆ知らず、輝かしい未来を見据える。
3710117000,幕間の流星,速さの果てに挑むカリスマレーサーとて、たまの休息は必要だ。身体を休め、英気を養い、再び鮮やかに空を駆けるため、彼はお気に入りの装いでひと時の休暇を過ごす。
3710121000,ガチャピン?ムック,ガチャピンとムックは大の仲良し。ふたりは空の世界で離れ離れになっていたが、ひょんなことから記憶を取り戻し、再会する。そして元いた世界、お台場に帰るため、団結するのだ。
