path,trans,duration,note
voice/3030025000_s2_whiteday1,呵呵，如果我的白色情人节礼物能给姬塔带来喜悦就好了。,8,白情
voice/3030025000_s2_halloween0,万圣节快乐！,2,
voice/3030025000_s2_halloween1,不给糖果就捣蛋！,2,
voice/3030025000_s2_halloween2,哇，吓我一跳！今天有好多怪物。,9,
voice/3020030000_Halloween1,被人说了“不给糖就捣蛋！”以后给了对方鱼，结果被嫌弃了。,6,万圣
voice/3020030000_Halloween2,变装？那么我就穿成其他地方听来的剑豪的样子好了.,8,
voice/3020030000_Xmas1,有人把我跟圣诞老人搞错了，哈哈哈哈。,6,圣诞
voice/3020030000_Xmas2,真是的，他们叫我假圣诞老人，到处追着我跑啊。,6,
voice/3020030000_newyear1,真是的，刚过新年就得去钓鱼了。有个厨师说要用来做庆祝新年的料理。\n不过就算没人拜托我也会去钓鱼的，嘻嘻嘻嘻。,17,新年
voice/3020030000_newyear2,压岁钱？那么我就特别告诉你钓鱼的秘诀吧，走，去钓鱼。,9,
voice/3020030000_Valentine1,嗯？那个巧克力，是给我的吗？,5,情人节
voice/3020030000_Valentine2,嘻嘻嘻~这样一来白色情人节那天得钓一条大鱼来才行啊~,8,
voice/3020030000_Whiteday1a,来看来看，这是白色情人节的回礼。嘻嘻嘻~,7,白情
voice/3020030000_Whiteday2,下次白色情人节之前，我想钓上那个叫长鳍金枪鱼的鱼。\n不过前提条件是，那之前我还活着的话。,9,
voice/3030072000_Halloween2,不给糖就捣蛋！,2,万圣
voice/3030072000_Halloween3,团长，你有带糖果吗？呵呵，今天我也会变成坏孩子，恶作剧可不会手下留情哦~,11,
voice/3030072000_Halloween4,团长，机会难得，要不要一起变装？\n那边有成对的衣服，我们两人一起享受万圣节吧。,11,
voice/3030072000_Xmas1,圣诞快乐！,2,圣诞
voice/3030072000_Xmas2,神圣的夜晚，下雪的天空总感觉很浪漫啊。\n我也想有一天能够跟重要的人一起……,9,
voice/3030072000_newyear1,新年快乐！,2,新年
voice/3030072000_newyear2,心情为之一新的新年呢。今年我要更加努力锻炼，尽量接近父亲和莫妮卡小姐他们。,10,
voice/3030072000_Valentine1,情人节快乐！,2,情人节
voice/3030072000_Valentine2,那、那个！我做了……巧克力，不过有一半让莫妮卡吃掉了……不、不过，莫妮卡她说很好吃……所以……如果能告诉我你的想法就好了！,19,
voice/3030072000_Valentine3,给你这个，巧克力。谢谢你平日的关照，团长。\n欸？情人节是向受到照顾的人表达谢意的日子吧？向喜欢的人传达想法？欸？还有这种意思吗？,21,
voice/3030072000_whiteday1,白色情人节快乐！,2,白情
voice/3030072000_whiteday2,回礼吗？\n哇，谢谢你，团长！\n你还记得我的巧克力啊，我非常高兴。,12,
voice/3030072000_whiteday3,白色情人节的时候，秩序骑空团的大家都会给我糖果，数量一直都很多，把它们全吃掉费了我很大的功夫。,11,
voice/3030172000_s1_christmas1,圣诞快乐。,2,圣诞
voice/3030172000_s1_christmas2,说起来，骑空团里还有很多小孩子吧？不为平安夜准备礼物没关系吗？话说回来团长和露莉亚也都不是大人啊。,12,
voice/3030172000_s1_newyear1,新年快乐！,2,新年
voice/3030172000_s1_newyear2,Happy New Year！,2,
voice/3030172000_s1_newyear3,今年的目标？当然是PSC，六连霸！,7,
voice/3030172000_s1_valentine1,情人节快乐！,2,情人节
voice/3030172000_s1_valentine2,情人节的时候，我总是在注意不要让艾尔搞错吃到巧克力。,7,
voice/3030172000_s1_whiteday1,白色情人节快乐！,3,白情
voice/3030172000_s1_whiteday2,嗯……以前我都是用在比赛上获胜来当给粉丝的回礼，不过这次这样不行啊……,9,
voice/3030026000_Halloween2b,万圣节快乐！,2,万圣
voice/3030026000_Halloween1,不给糖就捣蛋！,2,
voice/3030026000_Halloween3b,万圣节快乐！\n虽然静静地追思去世的人也是个好方法，但像这样热闹也不错。\n我想让爸爸妈妈看看我现在精神奕奕的样子。,15,
voice/3030026000_Xmas1,圣诞快乐!,2,圣诞
voice/3030026000_Xmas2,圣诞快乐！\n光是看到华丽的装饰我就很开心了！\n说起来，爷爷说他见过圣诞老人，是真的吗？,15,
voice/3030026000_newyear1,新年快乐！,2,新年
voice/3030026000_newyear2,新年快乐。新的一年开始了呢。\n就像与你一起出来旅行一样，今年我想再次挑战新的东西。,12,
voice/3030026000_Valentine1,情人节快乐！,2,情人节
voice/3030026000_Valentine2a,情人节啊。……你，喜欢甜食吗。……是吗。……如、如果方便的话，你愿不愿意等会和我一起吃点心？我做了糖果，还会泡茶。……怎么样？,22,
voice/3030026000_whiteday1,白色情人节快乐！,2,白情
voice/3030096000_Halloween1,万圣节快乐！,2,万圣
voice/3030096000_Halloween2,不给糖就捣蛋。,2,
voice/3030096000_Halloween4,要注意不要吃太多糖，摄取过多糖分哦。,5,
voice/3030096000_birthday1,生日快乐！,2,生日
voice/3030096000_Xmas1,圣诞快乐！,2,圣诞
voice/3030096000_Xmas2,在我的故乡埃尔斯特，圣诞也是特别的日子。,4,
voice/3030096000_Xmas3,像这样和伙伴们一起生活，让我想起以前的事情。,6,
voice/3030096000_newyear1,新年快乐！,3,新年
voice/3030096000_newyear2,能够像这样迎接新年，可以说完全是托团长的福。,6,
voice/3030096000_Valentine1b,情人节快乐！,2,情人节
voice/3030096000_Valentine2,团长阁下为了我做了巧克力……感谢你的费心。,8,
voice/3030096000_whiteday1a,白色情人节快乐！,2,白情
voice/3030096000_whiteday2,我为团长准备了糖果，请来这里。,6,
voice/3030208000_s1_valentine1,情人节快乐……,3,情人节
voice/3030208000_s1_valentine2,昨天虽然又是吵闹的气氛，不过我也不会那么不知趣到对别人的恋情指手画脚。,10,
voice/3030034000_whiteday1,白色情人节快乐！,3,白情
voice/3030034000_whiteday2,欸？有礼物要给我？谢谢。\n有点害羞啊。,11,
voice/3030034000_whiteday4,我会一直好好保管的！\n欸？是曲奇？那……今天我会好好保管的！,10,
voice/3030068000_Halloween2,万圣节快乐！,2,万圣
voice/3030068000_Halloween1,不给糖就捣蛋。,2,
voice/3030068000_Halloween3,Trick or treat or 宝物！不要糖果，给我宝藏~,7,
voice/3030068000_Xmas1,圣诞快乐！,2,圣诞
voice/3030068000_Xmas2,圣诞快乐！\n圣诞老人他不求回报给大家发礼物，真是让人好奇啊。\n啊，不过老好人的地方大概跟你很像。,12,
voice/3030068000_newyear1,恭贺新年！,2,新年
voice/3030068000_newyear2,新年快乐！,2,
voice/3030068000_newyear3,新年快乐！\n喂，我们去抽签吧！\n我虽然不求神拜佛，但挺喜欢占卜的。,8,
voice/3030068000_Valentine1,情人节快乐！,2,情人节
voice/3030068000_Valentine2,情人节快乐！哼哼~这个给你。\n我会给别人礼物可是很特别的哦，我期待着你的回礼。,11,
voice/3030068000_whiteday1,白色情人节快乐！,2,白情
voice/3030068000_whiteday2,白色情人节快乐！\n欸，这个给我？……谢谢。\n我想要的东西基本上都是自己去拿，不过像这样的也不错。,16,
voice/3030016000_Halloween1,万圣节快乐！,2,万圣
voice/3030016000_Halloween2,不给糖就捣蛋！,2,
voice/3030016000_Halloween4,选糖果还是恶作剧？唔，手头的糖果不够了。\n不要做很奇怪的事啊。,10,
voice/3030016000_Xmas1,圣诞快乐!,2,圣诞
voice/3030016000_Xmas3,团长，我有个梦想，圣诞的时候和重要的人一起度过……\n团长你准备跟谁一起过？,13,
voice/3030016000_newyear1,新年快乐！,3,新年
voice/3030016000_newyear3,正月总是一不小心就吃多，得注意点才行。,7,
voice/3030016000_Valentine1,情人节快乐！,2,情人节
voice/3030016000_Valentine3,团长，这是巧克力。\n我按照我喜欢的味道做的，你要是喜欢就好了。,12,
voice/3030016000_Whiteday1,白色情人节快乐！,2,白情
voice/3030016000_Whiteday2,欸？情人节的回礼？哇，谢谢！,7,
voice/3030062000_Halloween1,欸……啊……万圣节变装……我也要换吗？,7,万圣
voice/3030062000_Halloween2,我喜欢什么样的变装？\n那个……只要不是兔女郎……,9,
voice/3030062000_Xmas1,今天是平安夜啊。,3,圣诞
voice/3030062000_Xmas2,我要跟某位男性决斗者一起去孤儿院派发礼物。,7,
voice/3030062000_newyear1,新……新年快乐！团长！,6,新年
voice/3030062000_newyear2,呼……太好了，好好打过招呼了。,6,
voice/3030062000_Valentine1,那个……今天是……那个……情人节吧？,11,情人节
voice/3030062000_Valentine5,请、请品尝！！,3,
voice/3030062000_Whiteday1,欸？欸欸欸~~~你要给我白色情人节的糖果？,8,白情
voice/3030008000_Halloween1,不给糖就捣蛋。,2,万圣
voice/3030008000_Halloween2,不给糖就捣蛋！有什么关系嘛，大人玩也行啊。,5,
voice/3030008000_Xmas2,圣诞快乐！\n不做个好孩子的话圣诞老人不会来哦。,6,圣诞
voice/3030008000_newyear1,新年快乐！,3,新年
voice/3030008000_newyear2,每个地方有不同的庆祝过年的方法，你的家乡是怎么过年的？,6,
voice/3030008000_valentine1,情人节快乐？,3,情人节
voice/3030008000_valentine2,欸？连我也给巧克力吗？\n啊哈哈，有点不好意思啊。,7,
voice/3030008000_whiteday1,今天好像是那个……叫白色情人节的日子。,6,白情
voice/3030008000_whiteday2b,我一直受到你的照顾。\n那个……这是我的感激之情，收下吧。,7,
voice/3030155000_s1_halloween1,万圣节快乐！,2,万圣
voice/3030155000_s1_halloween0,不给糖就捣蛋！\n库姆优？你去哪了？,6,
voice/3030155000_s1_christmas0,圣诞~~快乐！,3,圣诞
voice/3030155000_s1_christmas1,有汤，有咸饼干，还有三明治。\n嗯……圣诞老人觉得这些够吗？,9,
voice/3030155000_s1_newyear0,新年快乐！今年也请多关照，团长！,4,新年
voice/3030155000_s1_newyear1,今年也请多光临本工坊！,4,
voice/3030155000_s1_valentine0,情人节~快乐！那啥，太夸张了？\n情人节快乐☆不不，这不行吧。,12,情人节
voice/3030155000_s1_valentine1,小库姆~给爸爸的巧克力准备好了吗？一起去送吧~,6,
voice/3030155000_s1_whiteday0,真是的，爸爸你又搞得这么乱~\n又要被妈妈骂了啊！,8,白情
voice/3030127000_Halloween2,万圣节快乐。,2,万圣
voice/3030127000_Halloween1a,不给糖就捣蛋。,2,
voice/3030127000_Xmas1b,圣诞快乐！喵~,3,圣诞
voice/3030127000_newyear1a,新年快乐！,3,新年
voice/3030127000_Valentine1b,情人节快乐！喵~,3,情人节
voice/3030127000_whiteday1a,白色情人节快乐！,2,白情
voice/3030077000_Xmas1,圣诞快乐！,2,圣诞
voice/3030077000_Xmas3,今天是平安夜，被祝福的清爽日子。\n团长你在这种地方没关系吗？你打算和我一起过？\n那么我们就来一起聊一下我们之间毫不动摇的友情吧。,17,
voice/3030150000_s2_halloween6_mix,一，二，万圣节快乐！,4,万圣
voice/3030150000_s2_christmas7_mix,一，二，圣诞快乐！,4,圣诞
voice/3030150000_s2_newyear13_mix,一，二，Happy New Year！,5,新年
voice/3030150000_Valentine5,嘿嘿，那啥……今天是情人节吧。,6,情人节
voice/3030150000_Valentine8,呼啊~~抱歉，团长，今天我有点睡眠不足，因为要准备很多东西……,11,
voice/3030150000_Valentine1,………………………………,8,
voice/3030150000_s2_valentine8_mix,一二……情人节快乐！,4,泳装五花情人节
voice/3030150000_s2_whiteday6_mix,一、二，白色情人节快乐！,4,白情
voice/3030047000_Halloween1,万圣节快乐！,3,万圣
voice/3030047000_Halloween2,不给糖就捣蛋！\n自从小时候被兰酱用南瓜鬼怪吓到以后，我就很怕南瓜了。,12,
voice/3030047000_Xmas1,圣诞快乐！,3,圣诞
voice/3030047000_Xmas2,圣诞快乐！\n说起来小时候曾经跟兰酱一起，为了抓住圣诞老人而热闹过。,8,
voice/3030047000_newyear1,Happy New Year！,4,新年
voice/3030047000_newyear2,新年快乐！\n正月要好好休息才好吧，对吧，明天开始再努力。,9,
voice/3030047000_Valentine2,咦咦！？你连我也送巧克力吗！！\n是巧克力！巧克力！\n无法相信！真的非常感谢！,11,情人节
voice/3030047000_Whiteday1,喂，有空吗？,4,白情
voice/3030047000_Whiteday2,这、这是回礼……我努力自己做的。\n不知道合不合你的口味，先收下吧。,10,
voice/3030005000_Halloween1,万圣节快乐！,2,万圣
voice/3030005000_Halloween2,不给糖就捣蛋。,2,
voice/3030005000_Xmas2,不好意思……你能陪我一起给露莉亚选礼物吗？,5,圣诞
voice/3030005000_newyear1,新年快乐！,2,新年
voice/3030005000_newyear3,今年也请多关照。,3,
voice/3030005000_Valentine1,情人节快乐！,2,情人节
voice/3030005000_Valentine2,咳咳……\n其实我为你做了巧克力，能收下吗？,9,
voice/3030005000_whiteday2,这个……给我？\n啊，我想起来了！今天是白色情人节啊。,8,
voice/3030005000_whiteday3,像这样白色情人节被送礼物，感觉有些新鲜……,6,
voice/3030005000_whiteday4,之前在阿尔比昂的时候，白色情人节我一直都是送礼物的那方。,6,
voice/3030005000_whiteday5,我是很想亲手制作料理送给那些给我巧克力的人们，\n不过不知为何她们都喜欢别的东西……,9,
voice/3030005000_whiteday6,总之，谢谢。\n你的好意我会珍惜的。,6,
voice/3030006000_birthday1,Happy Birthday！,1,生日
voice/3030006000_birthday2,生日快乐。,1,
voice/3030006000_birthday4,真好啊~~我也想快点成为漂亮的大小姐~,5,
voice/3030006000_Halloween1,万圣节快乐！,2,万圣
voice/3030006000_Halloween2,不给糖就捣蛋！,2,
voice/3030006000_Halloween3,不给我糖果的话我就恶作剧哦~,2,
voice/3030006000_Xmas1,圣诞快乐！,2,圣诞
voice/3030006000_Xmas2,喂喂，来吃蛋糕吧！,3,
voice/3030006000_newyear1,新年快乐！,2,新年
voice/3030006000_newyear1,喂，给我压岁钱！,2,
voice/3030006000_Valentine1,情人节快乐！,2,情人节
voice/3030006000_Valentine3,有、有啊……巧克力。不过，是义理的啊,6,
voice/3030006000_whiteday2,欸？礼物？哈哈，谢谢！怎么了，突然那么周到。,8,白情
voice/3030006000_whiteday3,不过今天也不是我生日……欸？白色情人节？,7,
voice/3030006000_whiteday4,哦，哦哦，说起来是这样，是白色情人节啊。,7,
voice/3030006000_whiteday5,是、是吗，那这就是你送的白情回礼啊。,9,
voice/3030006000_whiteday6,呵呵，谢谢你，我会好好保管的。,6,
voice/3030017000_s2_whiteday0,白色……\n妲奴亚她很期待白色情人节。拜托你了，团长。,10,白情
voice/3030017000_s2_whiteday1,节~~\n看，妲奴亚她两眼放光地等着你呢！就是现在，团长！,10,
voice/3030084000_newyear1,Happy New Year！,2,新年
voice/3030084000_newyear2,新年快乐！,2,
voice/3030084000_Valentine1,情人节快乐！,2,情人节
voice/3030084000_Valentine2,啊，那个……这个给你。是为……为了你做的，请收……收下。,12,
voice/3030084000_whiteday1,白色情人节快乐！,2,白情
voice/3030084000_whiteday3,这、这个给我？真的是给我的？\n是吗……啊……那个，谢谢，我很开心。,20,
voice/3030184000_s1_halloween1,万圣节快乐！,3,万圣
voice/3030184000_s1_halloween2,不给糖就捣蛋！,2,
voice/3030184000_s1_christmas1,圣诞快乐！,2,圣诞
voice/3030184000_s1_newyear1,Happy New Year！,3,新年
voice/3030184000_s1_newyear2,新年快乐！,2,
voice/3030184000_s1_valentine1,情人节快乐！,2,情人节
voice/3030184000_s1_whiteday1,白色情人节快乐！,3,白情
voice/3030262000_valentine_mypage1,情人节快乐！,2,情人节
voice/3030262000_valentine_mypage2,这个叫巧克力的东西，虽然不耐热，但是是良好的营养源，而且能保存一段时间。尽可能收下不会亏。,14,
voice/3030262000_white_mypage1,白色情人节快乐！,2,白情
voice/3030262000_white_mypage2,送糖果来作为情人节的回礼的日子啊。\n遗迹之民有很多奇怪的习惯啊。,9,
voice/3030147000_whiteday_2nd_0,白色情人节~快乐~~！,3,白情
voice/3030033000_newyear2,新年快乐！,2,新年
voice/3030033000_newyear3,每次迎来新的一年，我都会回顾我一路走来的旅途。\n这旅途，会持续到什么地方呢……,12,
voice/3030033000_Valentine1,情人节快乐！,2,情人节
voice/3030033000_Valentine2,呵……没事，我只是想起了在厨房做事的母亲和缇娜的背影，我那时候一直负责试吃。,13,
voice/3030033000_Valentine3,什么？这个给我？谢、谢谢，我之后再吃。,10,
voice/3030033000_whiteday1,白色情人节快乐！,2,白情
voice/3030033000_whiteday2,团长，收下这个。\n虽然我不能保证很好吃，不过缇娜有教我怎么做，所以可以放心。,10,
voice/3030020000_Halloween2,万圣节快乐！,2,万圣
voice/3030020000_Halloween1b,不给糖就捣蛋！,2,
voice/3030020000_Halloween3,这一刻我等了很久了！能够对小姐姐们尽情恶作剧！我跃跃欲试啊！,12,
voice/3030020000_Xmas1,圣诞快乐！,2,圣诞
voice/3030020000_Xmas3,我对圣诞老人那老头没兴趣，对穿成圣诞老人的大姐姐们超感兴趣！,9,
voice/3030020000_newyear1,新年快乐！,4,新年
voice/3030020000_newyear2,新年到了啊！今年也要好好锻炼！\n钢铁的肉体不是一天能够炼成的！,11,
voice/3030020000_Valentine1,哦，今天是情人节啊。,5,情人节
voice/3030020000_Valentine2,你也会送我吗？\n那啥，我也是有自己是女性公敌的自觉的，不过不自觉地就有点坐立不安了。,12,
voice/3030020000_whiteday1,白色情人节快乐！,3,白情
voice/3030020000_whiteday2,噢！这是我的回礼！你会收下的吧？,6,
voice/3030055000_Xmas1,圣诞~~快乐！,4,圣诞
voice/3030055000_Xmas2,圣诞快乐！你从圣诞老人那里收到礼物了吗？\n哎呀，已经不是小孩子了？那么，作为交换我来给你礼物吧~（啵）,17,
voice/3030055000_newyear1,Happy New Year！,3,新年
voice/3030055000_newyear3,新年快乐！年节菜和烩年糕多吃点啊！\n啊，得先喝点屠苏酒！来，吃吧！,11,
voice/3030055000_Valentine1,情人节快乐！,3,情人节
voice/3030055000_Valentine2,呵呵，情人节快乐~我做了跟我的爱一样又热又甜的热巧克力，请务必尝尝看。,12,
voice/3030055000_whiteday1,白色情人节快乐~,4,白情
voice/3030055000_whiteday2,白色情人节啊……街上好热闹。\n方便的话一起出门买东西吧？光看也很有趣哦。,11,
voice/3030055000_whiteday3,今天是白色情人节啊，这是我送给你的礼物。\n平常一直受你照顾，这种日子当然要表示一下。\n呵呵，请收下少女心~,15,
voice/3030007000_Halloween1,啊？不给糖就捣蛋？,4,万圣
voice/3030007000_Halloween2,糖果的话我会给……啊，停下，说了不要恶作剧！,5,
voice/3030007000_Xmas1,圣诞快乐！,2,圣诞
voice/3030007000_Xmas2,啊，平安夜喝的酒真是特别好喝啊~\n嗯？你说我昨天也说过一样的话？昨天是圣诞前夜啦。,11,
voice/3030007000_newyear1,新年快乐！,2,新年
voice/3030007000_Valentine1,噢，今天是情人节啊！,3,情人节
voice/3030007000_Valentine2,我不讨厌甜的东西哦？\n我看看……这个很适合下酒啊。　谢啦！,8,
voice/3030007000_whiteday1,今天好像是白色情人节啊？,3,白情
voice/3030007000_whiteday2,给，情人节的回礼！\n你很喜欢这种的吧？,6,
voice/3030086000_Valentine1,情人节快乐！,2,情人节
voice/3030086000_Valentine2,今天是情人节啊，原来如此，所以刚才莎拉阁下和波蕾米娅阁下才会给我糖果啊，真是让人开心。什么？团长也要给我？这实在是非常感谢！,20,
voice/3030086000_whiteday1,白色情人节快乐！,2,白情
voice/3030086000_whiteday2,今天是白色情人节啊。团长，能不能收下这个？\n我想团长你一定收到很多别人送的甜食，所以我就选了咸的。\n虽说用来作为平日照顾的礼物有点俗，不过感谢之情还是要表现出来才行。,23,
voice/3030053000_Halloween1a,不给糖就捣蛋。,2,万圣
voice/3030053000_Halloween2,变装就算了，恶作剧可不太好啊。要不要做点好事作为替代？,12,
voice/3030053000_Xmas1a,圣诞快乐！,3,圣诞
voice/3030053000_newyear1,新年快乐！,4,新年
voice/3030053000_newyear2,一年又一年的积累会为你创造未来。\n把今年也过成有成果的一年吧！,10,
voice/3030053000_Valentine1,情人节……吗。,3,情人节
voice/3030053000_Valentine2,我虽然没什么兴趣，但是把别人的想法弃之不理也不能算正确的行为。我就荣幸地收下了。,11,
voice/3030053000_Whiteday1,今天是白色情人节啊。,2,白情
voice/3030053000_Whiteday2,请容我送上礼物以表对平日照顾的谢意，你能收下吗？,8,
voice/3030065000_v_Halloween1,不给糖就捣蛋！,2,万圣
voice/3030065000_v_Halloween2,你跟我一起去街上吧！大家都会给我糖果。\n有很多奇怪的人。喂，那是什么？,9,
voice/3030065000_v_Xmas1,圣诞老人？那是什么？,5,圣诞
voice/3030065000_v_Xmas2,那老爷爷知道通往赫尔海梅的近道吗？,4,
voice/3030065000_v_Xmas3,去抓那老爷爷吧！\n我要去赫尔海梅，见我母亲！,6,
voice/3030065000_v_newyear1,Happy~New Year~~,4,新年
voice/3030065000_v_newyear2,嗝~酒~好喝！新年~好开心！,9,
voice/3030065000_v_Valentine1,这个给你，教会的女人给我的。,5,情人节
voice/3030065000_v_Valentine2,她叫我不要吃，分给重要的人，所以你吃吧。不过妈妈的份不给你。,9,
voice/3030065000_v_Whiteday1,回礼？之前的情人节的吗？,6,白情
voice/3030065000_v_Whiteday2,我吃！（吃吃吃）下个情人节我也会送你的！,10,
voice/3030195000_s1_halloween1,万圣节快乐！,2,万圣
voice/3030195000_s1_halloween0,不给糖就捣蛋！,2,
voice/3030195000_s1_christmas0,圣诞快乐!,2,圣诞
voice/3030195000_s1_newyear0,新年快乐！,2,新年
voice/3030195000_s1_valentine0,情人节快乐！,2,情人节
voice/3030195000_s1_whiteday0,白色情人节快乐！,2,白情
voice/3030049000_Halloween2,好像有人把我的假面当成万圣节的变装。\n如果真是这么和平的东西就好了,9,万圣
voice/3030049000_Halloween1,不给糖就捣蛋。\n如果不想见识我的操符术的话，就乖乖的交出糖果。,8,
voice/3030049000_Xmas1,我还以为街上那么吵闹时发生了什么事，原来是因为平安夜所以大家很开心啊。,6,圣诞
voice/3030049000_Xmas2,圣诞卡片？你叫我做？\n因为大家都在做？\n是吗，用撕纸画来做行吗？,12,
