text,trans
ディアスポラから<br>すごい力を感じます……！！<br>今度は、私が守ります！,感觉迪亚斯珀拉在聚集力量……！！<br>这次换我保护大家了！
姬塔……！<br>私の力、使ってください！,姬塔……！<br>请用我的力量！
攻撃命令「消滅」,攻击命令“消灭”
ｽｲﾋﾆﾄﾆﾐｷ ﾄｶｽﾁｶｲｷﾝ.,revising strategy.
な、何だあいつ……！<br>せっかく頑張って攻撃したのに<br>みるみる再生していくぞ……！,那家伙怎么回事……！<br>好不容易攻击到它，轻轻松松再生了……！
ふん！　だからなんだって話よ！<br>丈夫なヤツなら見飽きてる！<br>倒れるまで叩いてやろうじゃん！,哼！那又怎么样！<br>结实的家伙我见多了！<br>打倒它死为止就行！
Lv100 ネイキッド・ディアスポラのCTがMAXになった。,
硬った……！<br>へえ、今までの相手と違うね。<br>全然攻撃通らなくなったよ。,好硬……！<br>哼，跟以前的对手都不一样啊。<br>攻击完全不起作用了。
それだけじゃないぞ、<br>またデカい攻撃が来る！<br>エムブラスクが気をつけろって！！,不光是这样，大招要来了！艾姆布拉斯克提醒我们小心！！
最終命令「根絶」,最终命令“根绝”
姬塔、<br>しっかりしろ！<br>このままだとやられちまうぞ！！,姬塔，振作起来！<br>这样下去会被打败的！！
くそっ、体が動かない……！？<br>動け、動いてくれよおっ！！,可恶，身体动不了……！？<br>动啊，动起来啊！！
こンの……！<br>小賢しい手ばっかり使うわね！,可恶……<br>尽使些小手段！
姬塔は麻痺していて動けない！,姬塔因麻痹无法行动！
ルリアは麻痺していて動けない！,露莉亚因麻痹无法行动！
ゼタは麻痺していて動けない！,泽塔因麻痹无法行动！
ベアトリクスは麻痺していて動けない！,贝阿朵丽丝因麻痹无法行动！
姬塔！　ゼタさん！<br>ベアトリクスさん！　そんな……！<br>このままじゃ……！,姬塔！泽塔！贝阿朵丽丝！<br>不行……这样下去的话……！
諦めるもんか！<br>私は、追い詰められてからが<br>本番なんだ……！！,我不会放弃的！<br>我啊，被逼到绝境才开始发挥本领……！！
……アイザックさんも、<br>カシウスさんも、みんな……！<br>またみんなで、一緒に！,……艾扎克，卡西乌斯，还有大家……！<br>想要再一次，与大家一起！
ルリアの強い想いが、仲間を<br>守る力となって現れた……！！,露莉亚强烈的思念化为保护伙伴的力量显现……！！
私の力で……<br>みんなを守ります！,用我的力量……<br>保护大家！
ルリアのおかげで、<br>何とか持ちこたえられそうだ！<br>ありがとな！,多亏露莉亚，总算撑下来了！<br>谢谢！
あー……キッツい！<br>ユーステスはまだ来ない？<br>踏ん張りどころね！,啊……太难了！<br>尤斯缇斯还没到吗？<br>得再撑一会啊！
ああ！　アイツに、私達の<br>実力を教えてやるんだからな！<br>絶対に、倒してみせるぞ！,没错！要让那家伙知道我们的实力！<br>一定要打倒它！
ユーステスは強い想いを胸に秘め、<br>戦いの場へと向かい──,尤斯缇斯心怀强烈的思念，<br>赶赴战场——
ゼタさんと、ベアトリクスさんの<br>攻撃が、効いているみたいです！,泽塔和贝阿朵丽丝的攻击好像起效了！
当然！　言ったでしょ、<br>倒れるまで叩けばいいの！<br>さ、ベア、全力でいくよ！,当然！我说过了吧！打倒它死为止就行！<br>来，贝阿，全力攻击！
任せとけ！<br>エムブラスクも<br>絶好調だって言ってるしな！！,交给我吧！<br>艾姆布拉斯克也说它状态绝佳！！
はぁ……はぁ……<br>どうだ？　エムブラスクの<br>全力の一撃だぞ！,哈……哈……<br>怎样？这可是艾姆布拉斯克的全力一击！
ペ、ペース配分ミスった……<br>ごめん姬塔、<br>お願い、ちょっと動けない……,搞错了点体力分配……<br>抱歉，姬塔，接下来麻烦你了，<br>我动不了了……
姬塔！<br>月のガラクタなんか<br>ぶっ壊しちまえ！,姬塔！<br>把月球的破烂货拆了！
あんな奴さっさと倒して、<br>カシウスとメガネの兄ちゃんを<br>迎えてやろうぜ！,赶快打倒它，<br>去迎接卡西乌斯和眼镜哥吧！
バザラガさん、イルザさん、<br>ユーステスさん、グウィンさん。<br>みんな、一緒に……,巴萨拉卡，伊尔莎，<br>尤斯缇斯，古茵。<br>大家，一起……
アイザックさんとカシウスさんが<br>帰ってきたら……,艾扎克和卡西乌斯回来以后……
みんなで一緒に、笑顔で<br>「おかえりなさい」って言うんです。<br>姬塔、お願いです！,要大家一起用笑容对他们说<br>“欢迎回来”。姬塔，拜托你了！
この戦いを、終わらせてください！,结束这场战斗吧！
その頃、アイザックとカシウスは<br>空に向かう隕石ポッドの中で──,这时，艾扎克和卡西乌斯在奔向空之世界的陨石艇中——
,
