text,trans
<span class='txt-orange'>Sレア</span>が売却設定されています。<br><br>本当によろしいですか？<br><br>,自动出售设置中包含该设置包含<span class='txt-orange'>SR装备</span>。<br><br>是否继续？
<span class='txt-rarity-name'>SSレア</span>の%sが含まれています！,<span class='txt-rarity-name'>SSR</span> %s将被分解！
<span style='%s'>%s</span>さんをスカウトしました,已邀请<span style='%s'>%s</span>
AP%sを消費してクエストを開始します。<br>バトルがないクエストのため<br>サポーター召喚石の選択はありません。,该任务将消耗%sAP。<br>因任务中无战斗环节，无法选择支援召唤石。
AP%sを消費してクエストを開始します。<br>召喚石使用不可のクエストのため<br>サポーター召喚石の選択はありません。,该任务将消耗%sAP。<br>任务中不可使用召唤石，无法选择支援召唤石。
APが足りません,AP不足
APを%s消費してクエストを開始します。<br>特別な編成で挑むクエストのため<br>サポーター召喚石の選択はありません。,该任务将消耗%sAP。<br>您将以特殊队伍挑战该任务，无法选择支援召唤石。
AP・BPはMAXですが投稿しますか？,您的AP·BP已满，是否继续投稿？
AP使用確認,AP使用确认
AP消費のないクエストを開始します。<br>特別な編成で挑むクエストのため<br>サポーター召喚石の選択はありません。,该任务不消耗AP。<br>您将以特殊队伍挑战该任务，无法选择支援召唤石。
Anniversaryスキンセットが購入できます。,可购买周年庆皮肤套餐！
BP,BP
DMMポイントショップ,DMM Coin Shop
EXTREME解放,EXTREME解放
EXアビリティ,SX技能
EXアビリティを解除しますか？,是否解除EX技能？
EXアビリティ解除,解除EX技能
EXアビリティ選択,EX技能选择
H,HP
HARD解放,HARD解放
HPが最大のため、<br>アビリティを使用できませんでした,HP已满，无法使用该技能
LB Class:低い順,LB Class:从低到高
LB Class:高い順,LB Class:从高到低
LB入手,获得LB
Limit Bonus Classアップ,Limit Bonus UP
Limit Bonus解禁,技能点数解锁
LinksMateについて,关于LinkMate
Lv,Lv
PCブラウザ版設定,PC游览器版设置
PC版からの移動が制限されているページの為<br>このボタンからのページ移動はできません。,PC版无法查看此页，点击该按钮无法前往下一页。
RANK上限解放,等级上限解放
Rank%sに達していないため<br>このクエストを開始することが出来ません。,等级不满Rank%s，无法开始此任务。
Rank10以上,Rank10以上
Rankを指定しない,无等级限制
Rankアップ,等级提升
SGFポイント交換,SGF点数兑换
SSレア,SSR
SSレア確定ガチャ,必出SSR卡池
SSレア確定ガチャ出現一覧,必出SSR卡池提供装备一览
SSレア確定ガチャ提供割合（出現率）,必出SSR卡池提供概率
Sレア,SR
Sレア以上確定ガチャ,必出SR以上卡池
Sレア以上確定ガチャ出現一覧,必出SR以上卡池提供装备一览
Sレア以上確定ガチャ提供割合（出現率）,必出SR以上卡池提供概率
TGS限定イベントに<br>チェックインしていないため<br>参加できません。,东京游戏展限定任务。您未参加东京游戏展，无法开始任务。
TPが0になったため<br>進行中のクエストから撤退し、<br>探索を終了しました。,TP已为0，退出当前任务，结束探索。
Twitterとの連携を認証しました。,您已绑定推特账号。
Twitterに投稿しました。,已分享至Twitter
Twitterに投稿することでAP・BPが回復します。,分享至推特可回复AP与BP。
Twitter投稿,分享至推特
Twitter投稿により<br>AP・BPが回復しました。,AP·BP已回复。
Twitter連携,绑定Twitter
Tエリクシール,T复活药
[ %s ] <br>この名前で騎空団を結成します。,是否命名为<br>%s？
[ %s ]<br>への申請を取り下げますか？,是否取消申请加入[ %s ]？
[ %s ]に入団申請をしました。,您已申请加入[ %s ]。
[ %s]<br>への申請を取り下げますか？,您确定取消加入<br>[ %s]吗？
[ %s]に入団申請をしました。,您已申请加入[ %s]。
[ %s]への申請を取り下げました。,已取消申请
※初回クリア時まで<br>,※初次通关后解除限制
※初回限定ガチャは通常のレジェンド10連ガチャとは提供割合、およびキャンペーン内容が異なります。,※初回限定抽卡的出现概率以及内容与普通10连不同。
※武器Lv、スキルLvは引き継がれます<br>※スキル追加後、元に戻すことはできません,※武器等级、技能等级不会重置※添加技能后无法还原。
「%s1」<br>このクエストを登録しますか？<br><br>現在のお気に入り登録数<br>%s2/%s3,「%s1」<br>是否收藏此任务？<br><br>现在的收藏数<br>%s2/%s3
「%s」<br><br>このクエストをお気に入りから外しますか？,「%s」<br><br>是否取消收藏此任务？
「アーカルムの転世」の<br>チュートリアルを完了しました。,「阿尔卡那的转世」教学关已结束。
「騎空士の道は一日にしてならず」ですよ～<br>頑張ってくださいね～,有句话叫「成功的骑空士不是一蹴而就的」~继续加油哦~
」<br>このクエストを登録しますか？<br><br>現在のお気に入り登録数<br>,」<br>是否收藏此任务？<br><br>现在的收藏数<br>
あきらめる,放弃
あと,还剩
あと%s枚購入可能,您还能购买%s枚筹码。
いってらっしゃ～い！<br>旅のご無事を祈っています～,一路平安！祝你好运哦~
うねる影塊,扭曲的黑影
おすすめ一括強化設定,推荐素材设置
おすすめ強化,一键强化
おすすめ素材がありません。,无指定推荐素材
おすすめ編成,自动编队
おまかせ編成,自动组队
おまかせ編成しました。,自动组队完毕。
おまかせ編成完了,自动编队
おまかせ編成確認,自动组队确认
お宝を見つけたからといって、油断してはいけませんよ～,发现宝藏的时候也不能大意哦~
お気に入りが登録されていません,无收藏任务
お気に入りに登録しました。<br><br>現在のお気に入り登録数<br>,收藏成功。<br><br>现在的收藏数<br>
お気に入りに登録しました。<br><br>現在のお気に入り登録数<br>%s1/%s2,收藏成功。<br><br>现在的收藏数<br>%s1/%s2
お気に入りの登録数が最大数に達しているため、<br>登録ができませんでした。,收藏数已满，无法添加收藏。
お気に入りクエスト登録,是否收藏此任务
お気に入りクエスト解除,取消收藏
お気に入り登録確認,添加收藏任务确认
お誕生日おめでとうございます！,生日快乐！
お金は大切にしましょうね～<br>お金はおっかね～！<br>ですので～,金钱不是万能的~没有钱是万万不能的~！
お金を拾ったら披露しましょう～拾うだけに。<br>うぷぷぷ,捡到钱不能隐瞒哦~要告诉别人你捡到钱啦。呵呵呵
かんたん会員の方はログアウトできません。,错误，简易会员无法登出
ぐらぶるっ!,四格漫画
ぐらぶるっ! タイトル一覧,四格漫画目录
このアビリティは現在のジョブに<br>セットされています。,该技能属于当前职业技能。
このエピソードは<br>イベントでの謎解きに対する解答が<br>「正解」か「不正解」かによって<br>一部内容が異なります。<br><br>どちらの内容で再生しますか？,该剧情根据活动中玩家的回答是否正确有细微差异。请选择想要查看的剧情版本。
このキャンペーンは終了しました。,活动已结束
このクエストから撤退しました。,您已从当前任务中撤退。
このクエストでは、装備中の武器のスキル、召喚石の加護効果、騎空団サポートが適用されない特殊制限バトルになります。,该任务中，装备武器技能、召唤石加护效果、骑空团支援效果无效。
このクエストでは、装備中の武器のスキル、召喚石の加護効果が適用されない特殊制限バトルになります。,该任务中，装备武器技能以及召唤石加护效果无效。
このクエストはあと%s回挑戦できます。,这个任务还能进行%s次
このクエストを開始するには<br>%sルピが必要です。,进行此任务需要消%s卢比。
このジョブでは設定できない<br>EXアビリティのため解除しました。,该职业无法使用的EX技能已被移除。
このスタンプを%s番目に設定します。,设置该表情为%s号表情。
このバトルでは召喚できません,此任务无法使用召唤石
このバトルは参加可能人数上限に達しています。<br>マイページに戻ります。,参战人数已达上限，返回主页。
このバトルは参加可能人数上限に達しています。<br>ルームに戻ります。,参战人数已达上限，返回房间。
このバトルは終了しました,战斗结束。
このプレイヤーのスカウトを取り下げますか？,是否取消邀请该玩家？
このプレイヤーは、<br>第4章 をクリアしていないため、<br>スカウトできません。,该玩家未通关第4章，无法邀请。
このプレイヤーは既に退団しているため、<br>役職を変更できませんでした。,该玩家已退团，<br>无法变更职位。
このプレイヤーへのスカウトを取り下げますか？,是否取消邀请该玩家？
このメッセージを送り、スカウトしますか？,是否发送该留言，邀请该玩家入团？
このメンバーはすでに退室しています。,该玩家已退出房间。
この組み合わせで上限解放しますか？<br>,确认使用当前素材来上限解放吗？
これは、わしからのお礼じゃよ。,这是我给你们的礼物。
これらの%sは失われますが、<br>よろしいですか？,你会失去这些%s<br>没问题吗？
これ以上上限解放できません。,无法继续上限解放
これ以上強化できません。,无法继续强化
これ以上救援依頼を出せません。,无法再发送救援请求。
これ以上登録できません,无法添加收藏
ご利用の前に,使用须知
ご協力ありがとうございました。,感谢您的配合。
すでにクエストが設定されています。<br>このクエストを設定するためには、<br>設定済みのクエストを取り下げる<br>必要があります。,您已设置任务。<br>若要变更任务，请先取消当前任务。
すでにクエストを開始しています。<br>アイテムを使用できません。,任务已开始。无法使用该道具。
すでに招待しています。,您已向该玩家发出过邀请。
すでに素材が選択されています,您已选择强化素材
と～っても貴重な武器のレプリカと<br>交換ができちゃいます～,在这里可以兑换超~级贵重武器的复制品~
なし,无
なァ……,呐……
のジョブスキンが<br>,的职业皮肤
ほっほっほっほ。受け取っておくれ。,吼~吼~吼~吼。收下吧。
よろず屋サポート,万事屋支援效果
よろず屋サポートの効果を<br>最大<span>Lv.%s1</span>まで発動できます。<br>最大<span>%s2つ</span>まで同時に発動できます。,万事屋支援效果最高<span>Lv.%s1</span>，最多同时发动<span>%s2个</span>。
よろず屋サポート効果UPキャンペーン,万事屋支援效果UP活动
アイテム,道具
アイテムについて,关于道具
アイテムを使用,使用道具
アイテムを使用しました。,道具已使用
アイテムエフェクト確認,道具效果确认
アイテム一覧,道具一览
アイテム使用,使用道具
アイテム使用不可,无法使用该道具
アイテム使用完了,道具已使用
アイテム使用最終確認,使用道具最终确认
アイテム使用確認,道具使用确认
アイテム使用結果,道具使用结果
アイテム入手,获得道具
アイテム獲得,获得道具
アイテム獲得！,获得新道具
アイテム詳細,道具详情
アイテム追加,增加道具
アイテム通知,道具提醒
アイテム選択,选择道具
アカウント制裁措置の実施について,关于违规账号的处罚
アカウント制裁措置の実施についての説明,关于违规账号的处罚
アクイラ・キーストーン,天鹰之柱
アサルトタイム,突击时间
アサルトタイムについて,关于突击时间
アサルトタイム設定完了,突击时间设置完毕
アシストボーナス,等级加成
アドベンチャーパートをスキップしますか？<br><span class='color-yellow'>スキップしてもアイテムは入手できます。</span>,确认跳过冒险环节吗？<br><span class='color-yellow'>依旧能够获得道具。</span>
アビリティ,技能
アビリティレール,技能槽
アビリティ使用,使用技能
アビリティ使用による獲得%sが上限に達しているため、これ以上%sを獲得できません,技能贡献%s已达上限，无法再获得%s。
アビリティ使用不可,无法使用技能
アビリティ使用不可状態のため発動できません,当前无法发动技能
アビリティ効果,技能效果
アビリティ獲得,获得技能
アビリティ習得,习得技能
アビリティ覚醒,技能觉醒
アビリティ詳細,技能详情
アプリケーションに新しいバージョンがあります。,APP有新版本。
アプリ版キャッシュ設定,APP版缓存设置
アプリ版専用設定,APP版专用设置
アリーザの一言,亚里莎的建议
アーカルムの転世,阿尔卡那的转世
アーカルムの転世に戻る,返回阿尔卡那的转世
アーカルム召喚石,阿尔卡那召唤石
イベントTOP,活动主页
イベントTOPに戻る,返回活动主页
イベントTOPへ,活动主页
イベント「%s」を表示します<br><br>※非表示に戻すことは出来ません,显示活动「%s」的任务。br><br>※该操作无法撤销。
イベントアイテム獲得,获得活动道具
イベントトップ,活动主页
イベントボーナス,活动加成
イベントマルチバトル,活动多人战斗
イベント称号,活动称号
イベント終了,活动结束
インターミッションに突入したためバトルを終了します,进入中场休息，战斗结束。
エクストラクエスト,特别任务
エクストラクエスト出現時間終了,任务出现时间结束
エピソード1,第1章
エピソード2,第2章
エピソード3,第3章
エピソード4,第4章
エピソード解放,人物剧情解放
エラー,错误
エラーにより送信できませんでした。,发生错误。消息发送失败。
エレメント化,批量分解
エレメント化確認,分解确认
エレメント化結果,分解结果
オメガの極点,终焉之极点
オメガの極点に戻る,返回终焉之极点
オメガウェポンの作成・強化,究极武器的制作·强化
オーナーにより解散が実行された、<br>または、ルームの制限時間を超過しました。,房主已解散房间，或房间时限已过。
オーナーの要請により<br>ルームから退室しました。,房主已将您请出房间。
オーバードライブ発動！<br>モンスターが強力な技の発動準備に入った！%s%s,OVERDRIVE！<br>敌人准备发动强力攻击！
オープニング,序章
カジノ,赌场
カジノTOP,赌场首页
カジノへ,返回赌场
カジノ艇,移动赌场
ガチャ,抽卡
ガチャを引くことができません。<br>恐れいりますが、再読み込みをしてから<br>もう一度お試しください。,抽取失败。<br>请刷新后重试。
ガチャ出現キャラ一覧,查看卡池中出现的所有人物
ガチャ結果,抽卡结果
キャッシュクリアを行いました。,已清除缓存
キャラ,角色
キャラHP,人物HP
キャラのタイプ:A,人物类型
キャラのタイプ:B,人物类型
キャラのタイプ:バランス/攻撃〜,人物类型：平衡/攻击〜
キャラのタイプ:特殊/回復〜,人物类型：特殊/回复〜
キャラの属性:火/水〜,人物属性:火/水〜
キャラの属性:闇/光〜,人物属性:暗/光〜
キャラの最大HP:低い順,人物最大HP：从低到高
キャラの最大HP:高い順,人物最大HP：从高到低
キャラの最大攻撃力:低,人物最大攻击力：低
キャラの最大攻撃力:低い順,人物最大攻击力：从低到高
キャラの最大攻撃力:高,人物最大攻击力：高
キャラの最大攻撃力:高い順,人物最大攻击力：从高到低
キャラクターを選択してください。,选择人物
キャラクタークエスト,人物剧情任务
キャラクター詳細,人物详情
キャラクター詳細で使用するPOSEを設定できます。,选择人物详情页显示的POSE。
キャラタイプ,人物类型
キャラ一覧に戻る,返回人物一览
キャラ上限解放,角色上限解放
キャラ上限解放TOPに戻る,返回角色上限解放首页
キャラ入れ替え,更换人物
キャラ属性,人物属性
キャラ強化,人物强化
キャラ強化TOPに戻る,返回人物强化首页
キャラ攻撃力,人物攻击力
キャラ紹介,人物介绍
キャラ詳細,人物详情
キャラ詳細に戻る,返回人物详情
キャンセル,取消
キャンペーン,活动
キャンペーンについて,关于活动
キャンペーンの当選結果が来ています。,你在活动中当选！
クエスト,任务
クエスト[%s]の有効期限が切れました,任务[%s]已超时
クエストid:%s<br>レベル:%s<br>イメージ:%s<br>レベル:%s<br>AP:%s<br>クエスト数:%s<br>クリアクエスト数:%s<br>報酬タイプ:%s,任务id:%s<br>等级:%s<br>イメージ:%s<br>等级:%s<br>AP:%s<br>任务数:%s<br>完成任务数:%s<br>奖励类型:%s
クエストが開始されていますが、<br>以下のキャラがパーティに編成されているため<br>クエストに参加できません。<br>パーティの編成をしてから<br>クエストに参加してください。,以下人物在队伍中，无法参加任务。请整理队伍后重试。
クエストが開始されていますが、<br>以下の召喚石がパーティに編成されているため<br>クエストに参加できません。<br>パーティの編成をしてから<br>クエストに参加してください。,以下召唤石在队伍中，无法参加任务。请整理队伍后重试。
クエストに挑戦可能となりました。,任务限制解除，可以挑战任务
クエストの有効期限が切れました。<br><br>アーカルムの転世<br>クエスト 「%s1」<br><br><span class='txt-retire-attention'>撤退に必要なTPが不足しているため<br>探索を終了しました。</span>,任务超时。阿尔卡那的转世任务「%s1」<span class='txt-retire-attention'>因剩余TP不足无法撤退，结束探索。</span>
クエストの有効期限が切れました。<br><br>アーカルムの転世<br>クエスト 「%s1」<br><br>TPを%s2消費してバトルから撤退しました。,任务超时。从阿尔卡那的转世任务「%s1」消耗%s2TP撤退。
クエストを取り下げました。,已取消当前任务。
クエストを実行するためのAPが<br>現在の最大APを上回っています。<br>APはRankを上げることで<br>最大値が上昇します。,该任务消耗的AP超过现AP最大值。AP最大值会随等级提升而增加。
クエストを実行するためのAPが現在の<br>最大APを上回っています。<br><br>APはRankを上げることで最大値が<br>上昇します。,该任务消耗的AP超过现AP最大值。AP最大值会随等级提升而增加。
クエストを設定できません,无法设置任务
クエストを進めよう！,进行任务吧！
クエストを開始できません,无法开始任务
クエストクリア,任务完成
クエストクリア報酬,通关奖励
クエストコンプリート報酬,任务奖励
クエストリスト,任务列表
クエスト再開,回归任务
クエスト取り下げ,取消任务
クエスト変更,变更任务
クエスト撤退,从任务中撤退
クエスト撤退確認,撤退确认
クエスト権変更,变更任务设置权
クエスト準備を取り下げます。<br>よろしいですか？,是否取消当前任务？
クエスト確認,任务确认
クエスト終了,结束任务
クエスト解放,任务解放
クエスト選択,选择任务
クエスト開始条件,任务开始条件
クエスト離脱,离开任务
グラッジチャンク設置上限数が%s個に設定されているため、%sに挑戦することができません。,您当前的肉块上限数量为%s个，无法挑战%s。
グラパス,GrablueSkyCompass
グラパスと連携する,绑定GranblueSkyCompass
グラブルコイン,Granblue Coins
グラブルコインショップ,Granblue Coin Shop
グリーコインショップ,GREE Coin Shop
ゲーム終了,结束游戏
コメントが未入力です。,您未输入描述。
コメントは24文字までです。,描述最多24字。
コメントは30文字までです。,请输入30字以内的文字。
コメントは45文字までです。,请输入45字以内的信息。
コメントを入力してください。,请输入信息。
コメント編集,输入评价
コラボキャンペーン,联动
コンティニュー,继续
サイドストーリー,番外故事
サイドストーリーキャンペーン開催！<br>サイドストーリーを遊んで<br>仲間キャラとSSレア武器をGET！,番外故事活动开始！<br>阅读番外故事，获得新同伴与SSR武器！
サウンド設定,声音设置
サバイバルモード,生存模式
サブメンバーは一人までしか選択できません,您至多能选择一名替补成员。
サプライズ！！スペシャルガチャセットが<br />購入できます。,大惊喜！！现在可以购买特别扭蛋券！
サポーターの召喚石が変更されました。<br>再度サポーターを選択してください。,您选择的支援召唤石已被更换。请重新选择。
サポーターを選択してください。,请选择支援召唤石。
サポーター選択,选择支援召唤石
サポートアビリティ獲得,习得辅助技能
サモン・クレイドル交換,兑换劣化神石
シェロちゃんとよろず屋を今後ともご贔屓に～！,以后也多多惠顾哦~！
シェロカルテに渡す<br>ルピ、もしくは必要素材が不足しています。,交给榭洛科特的卢比或素材不足。
シェロカルテに設備拡充のための<br>素材を渡しました。,已将素材交给榭洛科特扩充设备。
シェロカルテに設備拡充のための<br>素材を渡しますか？,确定将素材交给榭洛科特扩充设备吗？
シェロカルテの特別交換券,榭洛科特的特别交换券
シナリオパターン選択,选择剧情
ショップ,商店
ショップへ,商店
シンボルマークを変更しました。,变更标记成功
シンボルマーク変更,变更标记
ジェム,晶石
ジェムの入手,获得晶石
ジャックポット当選者,幸运榜
ジュークボックス,点唱机
ジョブの取得,获得职业
ジョブの取得条件,职业获得条件
ジョブチェンジ,更换职业
ジョブチェンジに戻る,返回职业变更
ジョブ一覧,职业一览
ジョブ一覧に戻る,返回职业一览
ジョブ取得,获得职业
ジョブ変更確認,更换职业确认
ジョブ詳細,职业详情
ジョブ詳細画面より変更できます。,可在职业详情页面设置。
スカウト,邀请
スカウトできません,邀请失败
スカウトできません。<br><br>時間を置いてもう一度スカウトしてください。,邀请失败。<br><br>请稍后再试。
スカウトリスト,邀请列表
スカウト中の人はいません。,无邀请中的玩家。
スカウト取り下げ,取消入团邀请
スキップ確認,跳过
スキルLv:低,技能LV：低
スキルLv:高,技能LV：高
スキルブースト,技能强化
スキルレベル,技能等级
スキル変更,变更技能
スキル変更完了,变更技能成功
スキル変更確認,变更技能确认
スキル詳細,技能详情
スキル追加完了,已添加技能
スキル追加確認,添加技能确认
スキル：,技能：
スキン,皮肤
スキンを選択してください,请选择皮肤
スキン・POSE切り替え,变更皮肤·POSE
スキン・POSE切り替え設定,皮肤 · POSE 切换设置
スキン切り替え,变更皮肤
スキン変更,变更皮肤
スキン変更確認,皮肤变更确认
スキン変更解禁,解锁皮肤变更
スタンプ,表情
スタンプの移動先を選んでください,选择表情移动位置
スタンプを送りました。,表情已发送。
スタンプセット編集,编辑表情
ステラストーン,星石
ステージクリア,通关
ステージ効果発動,发动状态效果
ステージ効果解除,解除效果
ステージ解放,解放关卡
ステータス,进程
ステータス「毒」発生,进入「中毒」状态
ステータス上書き確認,确认覆盖
ステータス効果,状态效果
ストーリー,剧情
ストーリーはありません,无剧情
ストーリー図鑑,故事图鉴
ストーリー称号,剧情称号
ストーリー解放,剧情解放
スロット,老虎机
スロットTOPに戻りますか？,是否返回老虎机首页？
セットできるEXアビリティは<br>2つまでです,您只能设置2种EX技能。
セットできるEXアビリティは<br>2つまでです。,您只能设置2种EX技能。
セットできるベースアビリティは<br>2つまでです,您只能设置两种基础技能。
セットできるリミットアビリティは<br>2つまでです,您只能设置两种附加技能。
セットできるリミットアビリティは<br>2つまでです。,您只能设置两种附加技能。
セットを所持していません,无预设
セット上限に達しているため、<br>編成を登録できませんでした。,预设数量已达上限，队伍保存失败。
セット不可,无法设置
セット中のEXアビリティと同じ<br>アビリティが存在する為、<br>セット中のEXアビリティは解除されました。,现有技能中已存在该技能，故当前EX技能已解除。
セット出来るEXアビリティがありません。,无可设置EX技能
セット済みのアビリティ,现有技能
セブンス・ペイン,七色伤痛
セラフィックウェポン一覧,天司武器一览
ソート設定,查找设置
ターン,回合
ターン後,回合后
ダブルアップに挑戦しますか？,是否继续挑战翻倍？
ダブルアップの種類選択,选择翻倍的牌类
チェインバースト,奥义连击
チェインバーストで使用する<br>POSEを設定できます。,选择奥义连击显示的POSE。
チェックポイント到達,抵达存档点
チケット,扭蛋券
チケットが足りません,扭蛋券不足
チケットを利用します。<br>よろしいですか？,是否使用扭蛋券？
チケットガチャ,扭蛋券卡池
チケット使用確認,确认使用
チャット,聊天
チャット(スタンプ),聊天（表情）
チャットを送りました。,聊天已发送。
