path,trans,duration,note
voice/3040084000_mypage1,天空么。让我想起离开故乡随便搭上一条船就走的时候啊。啊，当然是偷渡了。,9,艾尔
voice/3040084000_mypage2,我听说了。你经历过很多战场吧。哼……真不错，让我沸腾起来了。,10,
voice/3040084000_mypage3,喂，你快管管碧和露莉亚！让他们别来烦我了！……你笑什么啊！,8,
voice/3040159000_mypage1,席尔瓦姐她超不喜欢麻烦别人的~不过前几天她终于肯叫我帮忙了，我好高兴来着。但是呢，我还要成为更加可靠的人，继续努力才行！,12,库库鲁
voice/3040159000_mypage2,团长真的很可靠啊~。我经常忘记你年纪比我还小呢。不过，你完全可以依靠库库鲁姐姐呀？来吧！对我尽情撒娇也可以哦？,15,
voice/3040159000_mypage3,果然很小……很小啊！！不不不，库库鲁姐姐也还在长身体嘛。今后也会变得像席尔瓦姐还有库姆优那样大……呜哇！？团、团长你在啊！？,12,
voice/3040149000_mypage1,我是不是、不适合穿这么漂亮的裙子呢……好害羞……啊，不过……比起兔女郎总要……,14,画伯
voice/3040149000_mypage2,沸腾的观众，盛大的舞台……啊，太令人激动了！……不过，穿着这身衣服，总有些不安呢……你说很适合我？我倒不会不高兴，可是行动不便啊……算了，让对方一手吧！,29,
voice/3040149000_mypage3,团长和芬耶都在看的舞台……令人跃跃欲试！虽然有些紧张，但是期待更胜一筹！,11,
voice/3040027000_mypage1,呵呵呵，骑空艇上的旅行真是非常愉快啊！,4,羊
voice/3040027000_mypage2,嗯？我的角很少见？呵呵呵，这是我特有的角。它象征了我的使命。,11,
voice/3040027000_mypage3,各种各样的点心里，我还是最喜欢那种叫做羊羹的甜点啊。,5,
voice/3030110000_20180131_navi67,被炉暖暖的，真是个好东西呀。,5,
voice/scene_ult_chr106_ep1_q2_s20_25,呵呵呵呵呵，你这个小东西~,3,
voice/scene_ult_chr106_ep1_q2_s20_61,铛铛铛~铛铛铛~铛,3,
voice/3040130000_mypage1,一个人弹奏时，两个人弹奏时，有人在聆听时，钢琴声都会发生变化。……呵呵，下次也让团长听听吧。,19,龙姬
voice/3040130000_mypage2,我和安约好了要四手联弹。……团长，要是有机会的话……来听我们演奏吧……,9,
voice/3040130000_mypage3,以前，我很害怕别人的目光，根本不会去户外玩耍……多亏了大家……我真的，非常感激。,13,
