id,jp,en,trans
archaic_job_11,強化確認,,
archaic_job_12,一括外し確認,,
archaic_job_13,全ての編成から装備を外します。<br>よろしいですか？,,
archaic_job_14,一括外し,,
archaic_job_15,装備を外しました。,,
archaic_job_16,戦,,
archaic_job_17,攻,,
archaic_job_18,Lv,,
archaic_job_19,H,,
archaic_job_2,英雄武器に戻る,,
archaic_job_3,武器選択,,
archaic_job_4,選択された武器は装備中のため、<br>ベースとして選択できません。<br><br>装備を外した状態で選択してください。,,
archaic_job_5,選択された武器は保護中のため、<br>ベースとして選択できません。<br><br>保護を外した状態で再度選択してください。,,
archaic_job_6,アイテム詳細,,
archaic_job_7,製作確認,,
archaic_job_8,製作完了,,
archaic_job_9,ベース武器が打ち直し条件を<br>満たしていない、もしくは必要素材が<br>不足しているため、製作ができません。,,
archaic_numbers_1,強化後の武器詳細を見る,,
archaic_numbers_2,製作後の武器詳細を見る,,
archaic_omega_1,オメガウェポンの作成・強化,,
archive_1,用語集,,
archive_10,シナリオパターン選択,,
archive_11,ルリアノート,,
archive_2,信頼度,,
archive_3,フェイト,,
archive_35,図鑑,,
archive_36,プロフィールに戻る,,
archive_37,ストーリー,,
archive_38,オープニング,,
archive_39,旅立ち,,
archive_4,%sエピソード未クリア,,
archive_40,エピソード1,,
archive_41,エピソード2,,
archive_42,エピソード3,,
archive_43,エピソード4,,
archive_44,降焔祭,,
archive_45,臆病勇者と囚われの姫君,,
archive_46,不屈の勇者と熱砂の動乱,,
archive_47,プロローグ,,
archive_48,ストーリーはありません,,
archive_49,図鑑 武器一覧に戻る,,
archive_5,%sエピソード解放,,
archive_50,図鑑 召喚石一覧に戻る,,
archive_51,図鑑 キャラ一覧に戻る,,
archive_52,このエピソードは<br>イベントでの謎解きに対する解答が<br>「正解」か「不正解」かによって<br>一部内容が異なります。<br><br>どちらの内容で再生しますか？,,
archive_53,不正解,,
archive_54,正解,,
archive_55,メッセージ選択,,
archive_56,メインシナリオ,,
archive_6,%sエピソード解放条件,,
archive_9,アイテム獲得,,
archive_back_btn_1,図鑑に戻る,,
assist_bonus_1,アシストボーナス,,
battle_service_1,バトルサービス,,
battle_service_2,<br><span class='txt-red-color'>スコアが不足しています。</span>,,
battle_service_3,<br><span class='txt-red-color'>これ以上使用できません。</span>,,
battle_service_4,<br><span class='txt-yellow-color'>あと%s回使用できます。</span>,,
battle_service_5,<br><span class='txt-yellow-color'>あと%s回使用できます。</span>,,
bookmark_1,お気に入り登録確認,,
bookmark_2,お気に入りの登録数が最大数に達しているため、<br>登録ができませんでした。,,
bookmark_3,「%s1」<br>このクエストを登録しますか？<br><br>現在のお気に入り登録数<br>%s2/%s3,,
bookmark_4,お気に入りに登録しました。<br><br>現在のお気に入り登録数<br>%s1/%s2,,
bookmark_quest_1,お気に入りクエスト登録,,
bookmark_quest_2,これ以上登録できません,,
cannot_summon_1,このバトルでは召喚できません,,
casino_1,カジノ,,
casino_10,ゲーム終了,,
casino_11,%sを終了しました。,,
casino_12,ダブルアップの種類選択,,
casino_13,メンテナンス中,,
casino_14,メダル購入,,
casino_15,通信中...,,
casino_16,メダル購入確認,,
casino_17,メダル購入完了,,
casino_18,購入しました。,,
casino_19,カジノTOP,,
casino_2,スロット,,
casino_20,メダルゲット,,
casino_21,景品交換,,
casino_22,交換確認,,
casino_23,交換完了,,
casino_24,アイテム詳細,,
casino_25,ジャックポット当選者,,
casino_26,交換する,,
casino_27,TOP,,
casino_28,あと%s枚購入可能,,
casino_3,ポーカー,,
casino_4,ビンゴ,,
casino_5,ルール（%s),,
casino_6,%sTOPに戻る,,
casino_7,メダル不足,,
casino_8,メダルが足りません。<br>メダルは%sTOPで<br>購入することができます。,,
casino_9,終了確認,,
caution_pop_1,難易度「%s1」のクエストを<br>開始しているため<br>難易度「%s2」のクエストを<br>開始することが出来ません。<br><br>制限は毎日AM5:00にリセットされます。,,
change_symbolmark_1,シンボルマーク変更,,
change_symbolmark_2,シンボルマークを変更しました。,,
cjs_npc_evolution_1,%sの\n最大Lvが%s→%sになった！,,
comic_1,シナリオパターン選択,,
container_22,倉庫,,
container_25,召喚石,,
container_26,移動先倉庫選択,,
container_28,選択した倉庫内がいっぱいのため<br>移動できません。,,
container_29,倉庫名を変更,,
container_31,何も入力されていません。,,
container_32,倉庫名を変更,,
container_33,倉庫の名前を<br><br>,,
container_34,<br><br>に変更しました。,,
container_35,売却,,
container_36,武器,,
container_37,召喚石,,
container_38,売却確認,,
container_40,売却,,
container_41,売却結果,,
container_42,移動させる,,
container_43,武器,,
container_44,召喚石,,
container_45,移動,,
container_65,倉庫TOP,,
container_66,倉庫を所持していません,,
container_67,ショップへ,,
container_68,戦,,
container_69,攻,,
container_70,Lv,,
container_71,H,,
container_move_target_1,リスト,,
container_move_target_2,倉庫,,
container_pop_1,リストに戻す,,
container_pop_10,以下の%sを売却しました。,,
container_pop_11,所持ルピ　<span class='txt-lupi-after'>%s</span>ルピ,,
container_pop_2,所持数がいっぱいのため<br>移動できません。,,
container_pop_3,倉庫に移す,,
container_pop_4,倉庫がいっぱいのため<br>移動できません。,,
container_pop_5,売却価格　<span class='txt-sell-price'>%s</span>ルピ,,
container_pop_6,所持ルピ　<span class='txt-lupi-before'>%s1</span> → <span class='txt-lupi-after'>%s2</span>ルピ,,
container_pop_7,レア以上の%sを<br>売却しようとしています！,,
container_pop_8,以下の%sを売却します。<br>よろしいですか？,,
container_pop_9,ボーナス　獲得ルピ＋%s,,
container_select_item_1,武器,,
container_select_item_2,召喚石,,
coopraid_1,共闘,,
coopraid_10,%s が解放されました！,,
coopraid_100,AP・BPはMAXですが投稿しますか？,,
coopraid_101,認証完了,,
coopraid_102,Twitterとの連携を認証しました。,,
coopraid_103,禁止ワードが含まれています。,,
coopraid_104,ルーム作成,,
coopraid_105,コメントが未入力です。,,
coopraid_106,コメントは24文字までです。,,
coopraid_107,禁止ワードが含まれています。,,
coopraid_108,ルーム情報変更,,
coopraid_109,ルームチャット一覧,,
coopraid_11,ステージ解放,,
coopraid_110,スタンプを送りました。,,
coopraid_111,チャットを送りました。,,
coopraid_112,共闘クエスト戦績,,
coopraid_113,確認できるバトルはありません。,,
coopraid_114,ミッション報酬,,
coopraid_115,交換完了,,
coopraid_116,ミッション報酬のリセット,,
coopraid_117,ミッション報酬を全て受け取りました。<br>ミッション報酬在庫をリセットします。,,
coopraid_118,ステータス,,
coopraid_119,参加する,,
coopraid_12,編成へ,,
coopraid_120,参加,,
coopraid_121,マルチバトル撤退,,
coopraid_122,マルチバトルから撤退しました。,,
coopraid_123,クエスト[%s]の有効期限が切れました,,
coopraid_124,クエストを開始できません,,
coopraid_125,退室したプレイヤーをサポーターに<br>設定しているメンバーがいるため<br>クエストを開始できません。,,
coopraid_126,以下の属性キャラがパーティに<br>編成されているため、このクエストを<br>開始することが出来ません。,,
coopraid_127,以下のキャラがパーティに<br>編成されているため、このクエストを<br>開始することが出来ません。,,
coopraid_128,以下の指定属性以外のキャラが<br>編成されているため、このクエストを<br>開始することが出来ません。,,
coopraid_129,%s属性キャラ<br>,,
coopraid_13,共闘クエストデイリーミッション,,
coopraid_130,以下のキャラがパーティに<br>編成されていないため、このクエストを<br>開始することが出来ません。,,
coopraid_131,以下の指定レアリティの条件を<br>満たしていないため、このクエストを<br>開始することが出来ません。,,
coopraid_132,以下の指定種族の条件を<br>満たしていないため、このクエストを<br>開始することが出来ません。,,
coopraid_133,※初回クリア時まで<br>,,
coopraid_134,&lt;開始条件&gt;,,
coopraid_135,以下のクエスト開始条件を<br>満たしていないため、このクエストを<br>開始することが出来ません。,,
coopraid_136,マルチバトルで使用している編成は<br>チャレンジクエストでは使用できません。,,
coopraid_137,挑戦条件を満たしていないため、<br>クエストを開始できません。<br><br>必要Rank: %s以上,,
coopraid_138,AP使用確認,,
coopraid_139,APが足りません,,
coopraid_14,詳細,,
coopraid_140,以下の条件を満たしていないため、<br>このクエストを開始する事ができません。,,
coopraid_141,BP,,
coopraid_142,送信完了,,
coopraid_143,送信完了,,
coopraid_144,クエストが開始されていますが、<br>以下の召喚石がパーティに編成されているため<br>クエストに参加できません。<br>パーティの編成をしてから<br>クエストに参加してください。,,
coopraid_145,開始ボタンでクエストを開始します。,,
coopraid_146,Error Code: %s<br>%s,,
coopraid_15,対象クエスト,,
coopraid_16,ルーム,,
coopraid_17,残り %s分,,
coopraid_18,残り %s秒,,
coopraid_19,残り %s分%s秒,,
coopraid_2,確認できるバトルはありません。,,
coopraid_20,アイテムエフェクト確認,,
coopraid_21,挑戦するクエストを設定してください。,,
coopraid_22,サポーターを選択してください。,,
coopraid_23,サポーターを選択してください。,,
coopraid_24,ルームメンバーの準備を待ちましょう。,,
coopraid_25,ルームメンバーの準備が整いました。<br>開始ボタンでクエストを開始します。,,
coopraid_26,準備が整ったら準備OKを宣言しましょう。,,
coopraid_27,準備OKを宣言しました。<br>クエストの開始を待ちましょう。,,
coopraid_28,クエスト確認,,
coopraid_29,最大AP不足,,
coopraid_3,入力確認,,
coopraid_30,クエストを実行するためのAPが<br>現在の最大APを上回っています。<br>APはRankを上げることで<br>最大値が上昇します。,,
coopraid_31,クエスト変更,,
coopraid_32,他のプレイヤーにより<br>すでにクエストが設定されています。,,
coopraid_33,設定したクエストを変更します。<br>よろしいですか？,,
coopraid_34,クエストを取り下げました。,,
coopraid_35,準備OK,,
coopraid_36,準備OKを宣言しました。,,
coopraid_37,準備取り下げ,,
coopraid_38,クエスト準備を取り下げます。<br>よろしいですか？,,
coopraid_39,準備を取り下げました。,,
coopraid_4,&lt;禁止条件&gt;,,
coopraid_40,%s…,,
coopraid_41,強制退室確認,,
coopraid_42,強制退室,,
coopraid_43,強制退室完了,,
coopraid_44,強制退室を実行しました。,,
coopraid_45,このメンバーはすでに退室しています。,,
coopraid_46,アイテム使用確認,,
coopraid_47,回復量が取得できません,,
coopraid_48,アイテム使用不可,,
coopraid_49,既に全回復しているため<br>アイテムを使用できません。,,
coopraid_5,クエストが開始されていますが、<br>以下のキャラがパーティに編成されているため<br>クエストに参加できません。<br>パーティの編成をしてから<br>クエストに参加してください。,,
coopraid_50,アイテムを使用しました。,,
coopraid_51,使用上限に達しているため<br>アイテムを使用できませんでした。,,
coopraid_52,すでにクエストを開始しています。<br>アイテムを使用できません。,,
coopraid_53,ルームが解散しました。<br>アイテムを使用できません。,,
coopraid_54,60分が経過したため、共闘クエストを終了します。<br>アイテムを使用できません。,,
coopraid_55,解散確認,,
coopraid_56,ルームを解散しますか？,,
coopraid_57,解散,,
coopraid_58,解散完了,,
coopraid_59,ルームを解散しました。,,
coopraid_6,確認,,
coopraid_60,退室確認,,
coopraid_61,ルームから退室しますか？,,
coopraid_62,退室,,
coopraid_63,退室完了,,
coopraid_64,ルームから退室しました。,,
coopraid_65,ルームメンバー全員が<br>準備OKを宣言しているため、<br>%sできません。,,
coopraid_66,チャット(スタンプ),,
coopraid_67,コメントを入力してください。,,
coopraid_68,%s文字以内で入力してください。,,
coopraid_69,チャット,,
coopraid_7,オーナーにより解散が実行された、<br>または、ルームの制限時間を超過しました。,,
coopraid_70,削除確認,,
coopraid_71,削除完了,,
coopraid_72,削除しました。,,
coopraid_73,削除失敗,,
coopraid_74,削除できませんでした。,,
coopraid_75,交換確認,,
coopraid_76,交換する,,
coopraid_77,交換エラー,,
coopraid_78,交換できませんでした。,,
coopraid_79,%s個入手しました。,,
coopraid_8,オーナーの要請により<br>ルームから退室しました。,,
coopraid_80,本日の交換個数制限　残り%s個,,
coopraid_81,残り%s個,,
coopraid_82,（所持数　%s）,,
coopraid_83,アイテム詳細,,
coopraid_84,ルーム情報確認,,
coopraid_85,誰でもOK,,
coopraid_86,フレンド限定,,
coopraid_87,騎空団員限定,,
coopraid_88,パンデモニウム,,
coopraid_89,ドロップ狙い,,
coopraid_9,%s<br>%s が解放されました！,,
coopraid_90,デイリーミッション,,
coopraid_91,設定なし,,
coopraid_92,[グラブル]共闘クエスト参加者募集！\nルームID：%s\n募集対象・目的：%s\n%s\n%s,,
coopraid_93,パソコンからのご利用について,,
coopraid_94,Twitter投稿,,
coopraid_95,Twitter連携,,
coopraid_96,Twitterに投稿しました。,,
coopraid_97,送信完了,,
coopraid_98,Twitterに投稿することでAP・BPが回復します。,,
coopraid_99,投稿によるAP・BPの回復は、1日1回までとなります。<br>回数制限は毎朝AM5:00にリセットされます。,,
coopraid_index_pop_1,ルーム作成,,
coopraid_pop_title_1,CAUTION!,,
coopraid_pop_treasureraid_1,残り%s回挑戦できます。,,
coopraid_pop_treasureraid_2,%sへの挑戦,,
coopraid_pop_treasureraid_3,マルチバトル撤退,,
coopraid_pop_treasureraid_4,マルチバトルから撤退しました。,,
coopraid_search_room_1,絞り込んで表示する,,
coupon_mcdonalds_title,キャンペーンについて,キャンペーンについて,
datail_pushed_npc_1,推しキャラ設定,,
datail_pushed_npc_2,推しキャラ入れ替え,,
datail_pushed_npc_3,推しキャラ設定の解除・入れ替えが<br>現在制限されています。<br>%sまで<br>解除・入れ替えをすることができません。,,
datail_pushed_npc_4,推しキャラの設定を解除しました。,,
datail_pushed_npc_5,推しキャラ,,
datail_pushed_npc_6,推しキャラ選択,,
datail_pushed_npc_7,プロフィールに戻る,,
datail_to_npc_zenith_1,能力強化,,
deal_rock_popup,未完了のディールまたは<br>ディール対象バトルが5件あるため<br>このバトルを開始することが出来ません。,,
deal_rock_popup_1,CAUTION!,,
deal_rock_popup_2,未完了のディールまたは<br>ディール対象バトルが5件あるため<br>このバトルを開始することができません。,,
detail_1,強化する,,
detail_10,ボーナスリセット完了,,
detail_11,エレメント化,,
detail_12,アイテム詳細,,
detail_13,武器,,
detail_14,召喚石,,
detail_15,エレメント化確認,,
detail_16,エレメント化結果,,
detail_17,アイテム獲得,,
detail_18,リスト,,
detail_19,リストに戻る,,
detail_2,上限解放する,,
detail_20,売却確認,,
detail_21,売却,,
detail_22,売却結果,,
detail_23,移動先倉庫選択,,
detail_24,選択した倉庫内がいっぱいのため<br>移動できません。,,
detail_25,移動完了,,
detail_26,武器強化に戻る,,
detail_27,武器製作に戻る,,
detail_28,特殊武器,,
detail_29,編成,,
detail_3,保護設定,,
detail_30,召喚石一覧に戻る,,
detail_31,キャンセル,,
detail_32,装備する,,
detail_33,メイン召喚石には除外中の<br>召喚石を設定することができません。<br><br>除外設定を解除して装備しました。,,
detail_34,武器詳細,,
detail_35,召喚石詳細,,
detail_36,キャラ詳細,,
detail_37,プロフィールに戻る,,
detail_38,アイテム獲得,,
detail_39,武器強化,,
detail_4,%s<br>保護しました。<br><br>保護を解除するまで<br>売却や強化素材にすることができません。,,
detail_40,武器強化TOPに戻る,,
detail_41,召喚石強化,,
detail_42,召喚石強化TOPに戻る,,
detail_43,キャラ強化,,
detail_44,キャラ強化TOPに戻る,,
detail_45,武器上限解放,,
detail_46,武器上限解放TOPに戻る,,
detail_47,召喚石上限解放,,
detail_48,召喚石上限解放TOPに戻る,,
detail_49,キャラ上限解放,,
detail_5,保護解除,,
detail_50,キャラ上限解放TOPに戻る,,
detail_51,固定召喚石,,
detail_52,固定召喚石選択,,
detail_53,設定する,,
detail_54,設定を外す,,
detail_55,召喚石入れ替え,,
detail_56,召喚石設定,,
detail_57,編成TOPに戻る,,
detail_58,武器一覧に戻る,,
detail_59,武器装備,,
detail_6,%s<br>保護を解除しました。<br><br>売却や強化素材に使用することができます。,,
detail_60,キャラ一覧に戻る,,
detail_61,編成する,,
detail_62,倉庫,,
detail_63,倉庫に戻る,,
detail_64,%sに戻る,,
detail_65,リストに戻す,,
detail_66,倉庫へ移動しました,,
detail_67,リストへ移動しました,,
detail_68,武器移動,,
detail_69,召喚石移動,,
detail_7,注意,,
detail_70,バレット確認,,
detail_71,装備外し確認,,
detail_72,装備外し,,
detail_73,装備を外しました。,,
detail_74,メッセージ選択,,
detail_75,%s<br>保護しました。,,
detail_76,%s<br>保護を解除しました。,,
detail_77,所持ルピ　<span class='txt-held-lupi'>%s</span>ルピ,,
detail_78,確認,,
detail_79,一括外し確認,,
detail_8,ボーナスリセット確認,,
detail_80,全ての編成から装備を外します。<br>よろしいですか？,,
detail_81,一括外し,,
detail_82,装備を外しました。,,
detail_83,スキル変更,,
detail_84,スキル変更確認,,
detail_85,スキル変更完了,,
detail_86,アイテム使用最終確認,,
detail_87,選択された武器は保護中のため、<br>ベースとして選択できません。<br><br>保護を外しますか？,,
detail_9,交換する,,
detail_common_1,装備,,
detail_common_2,武器,,
detail_common_3,召喚石,,
detail_common_4,編成,,
detail_common_5,キャラ,,
detail_common_6,該当の%sが存在しません。,,
detail_common_7,%s中のため<br>除外することができません。,,
detail_common_8,予期しないエラーにより<br>除外することができませんでした。,,
detail_common_9,予期しないエラーにより<br>編成対象に含めることが<br>できませんでした。,,
detail_decompose_1,ルピ,,
detail_decompose_2,%sルピ,,
detail_fate_pop,フェイトエピソード,,
detail_fate_pop_2,フェイトエピソード解放条件,,
end_1,イベント終了,,
end_8,台詞集,,
end_9,台詞集では、<br>イベントストーリーをクリアしていると<br>イベントTOPで表示されていた<br>キャラクター、台詞、音声を楽しむことができます。,,
enhancement_abstract_11,SSレア,,
enhancement_abstract_12,Sレア,,
enhancement_abstract_13,レア,,
enhancement_abstract_14,素材確認,,
enhancement_abstract_15,強化結果,,
enhancement_caution_1,%sの武器が含まれています！,,
enhancement_material_detail_1,素材詳細,,
enhancement_weapon_1,武器強化,,
enhancement_weapon_10,戦,,
enhancement_weapon_11,攻,,
enhancement_weapon_12,Lv,,
enhancement_weapon_13,H,,
enhancement_weapon_14,アイテム使用,,
enhancement_weapon_15,武器選択,,
enhancement_weapon_16,選択された武器は保護中のため、<br>ベースとして選択できません。<br><br>保護を外した状態で再度選択してください。,,
enhancement_weapon_17,選択された武器は装備中のため、<br>ベースとして選択できません。<br><br>装備を外した状態で選択してください。,,
enhancement_weapon_18,スキル追加確認,,
enhancement_weapon_19,一度スキル追加したら戻すことはできませんできません。がよろしいですか,,
enhancement_weapon_2,倉庫に戻る,,
enhancement_weapon_20,スキル追加完了,,
enhancement_weapon_21,一括外し,,
enhancement_weapon_22,武器リストの所持数が最大に達しているため、武器の製作ができません。所持数に空きを作ることで製作できるようになります。,,
enhancement_weapon_23,アイテム使用最終確認,,
enhancement_weapon_24,※武器Lv、スキルLvは引き継がれます<br>※スキル追加後、元に戻すことはできません,,
enhancement_weapon_25,一括外し確認,,
enhancement_weapon_26,全ての編成から装備を外します。<br>よろしいですか？,,
enhancement_weapon_27,一括外し,,
enhancement_weapon_28,装備を外しました。,,
enhancement_weapon_29,アイテム使用確認,,
enhancement_weapon_3,武器スキル習得,,
enhancement_weapon_30,スキル変更確認,,
enhancement_weapon_31,スキル変更完了,,
enhancement_weapon_4,武器スキル覚醒,,
enhancement_weapon_5,武器、召喚石の各素材と育成アイテムは<br>同時に選択することはできません。,,
enhancement_weapon_6,すでに素材が選択されています,,
enhancement_weapon_7,おすすめ強化,,
enhancement_weapon_8,おすすめ素材がありません。,,
enhancement_weapon_9,おすすめ一括強化設定,,
enhancement_weapon_open_fate_1,クエスト解放,,
evolution_weapon_1,武器上限解放,,
evolution_weapon_10,戦,,
evolution_weapon_11,攻,,
evolution_weapon_12,Lv,,
evolution_weapon_13,H,,
evolution_weapon_14,六道武器は最終上限解放を行うことで、<br><span class='txt-caution'>特殊武器強化「真化」を<br>行うことができなくなります。</span><br><br>最終上限解放を行いますか？,,
evolution_weapon_15,CAUTION!,,
evolution_weapon_16,この組み合わせで上限解放しますか？<br>,,
evolution_weapon_3,素材武器を選択してください,,
evolution_weapon_4,素材にできる武器がありません,,
evolution_weapon_5,倉庫に戻る,,
evolution_weapon_6,上限解放段階が高い装備を素材にしています！<br>また、これを素材にしても上限解放は一段階のみ行われます。<br><br>本当によろしいですか？,,
evolution_weapon_7,素材がすでに上限解放されています。<br>また、これを素材にしても上限解放は一段階のみ行われます。<br><br>本当によろしいですか？,,
evolution_weapon_8,素材確認,,
evolution_weapon_9,アイテム詳細,,
friend_1,フレンド検索,,
friend_10,取り消す,,
friend_11,確認,,
friend_12,挨拶,,
friend_13,挨拶を入力してください。,,
friend_14,30文字以内で入力してください。,,
friend_15,送信完了,,
friend_16,挨拶を送りました。,,
friend_17,挨拶,,
friend_18,挨拶(スタンプ),,
friend_19,スタンプを送りました。,,
friend_2,%sさんに<br>申請しました。,,
friend_20,挨拶,,
friend_21,申請中,,
friend_22,%s<br><br>このプレイヤーへの申請を取り消しますか？,,
friend_23,申請を取り消しました。,,
friend_24,申請の取り消しに失敗しました。,,
friend_25,%s さんからの、<br>フレンド申請がきています。,,
friend_26,%s さんからの、<br>フレンド申請を本当に却下しますか？,,
friend_27,フレンド申請を却下しました。,,
friend_28,フレンド申請の却下に失敗しました。,,
friend_29,未承認,,
friend_3,フレンド申請,,
friend_30,%s さんには<br><br>これ以上フレンド登録できません！,,
friend_31,申請は取り消されました。,,
friend_32,登録完了,,
friend_33,%s さんを<br><br>フレンド登録しました！,,
friend_34,挨拶,,
friend_4,招待済み,,
friend_5,すでに招待しています。,,
friend_6,フレンド数 %s/%s 人,,
friend_7,申請人数 %s人,,
friend_8,フレンド一覧,,
friend_9,挨拶する,,
gachaSetting_1,便利設定,,
